"UnitInitials","PageTitleDisplay","Score"
ECHO,Species–area relationship,3.59328
ECHO,Slope stability analysis,0.641006
ECHO,Biological interaction,0.633778
ECHO,Mass balance,0.822188
ECHO,Power law,7.02365
ECHO,Prediction,2.70477
ECHO,Ephemerality,2.32065
ECHO,Water resource management,1.96201
ECHO,Parameter,1.79129
ECHO,Observable universe,0.960701
ECHO,Landscape ecology,1.01478
ECHO,Individual,0.838005
ECHO,Accounting,1.47874
ECHO,Health care,1.27489
ECHO,Groundwater,2.03474
ECHO,Reproduction,1.28438
ECHO,Salt marsh,2.08731
ECHO,Landscape evolution model,1.46635
ECHO,Statistics,2.3779
ECHO,Science,1.75909
ECHO,Scientific method,1.24633
ECHO,Sub-Saharan Africa,1.98425
ECHO,Transport phenomena,1.95235
ECHO,Statistical inference,0.612588
ECHO,Snow,1.25384
ECHO,Mass spectrometry,1.31668
ECHO,Precipitation,4.25192
ECHO,Fluvial processes,1.49621
ECHO,Self-organization,3.11862
ECHO,Solution (chemistry),2.03734
ECHO,Stochastic,1.70084
ECHO,Field,1.0108
ECHO,Trade,1.47457
ECHO,Time,5.92523
ECHO,Water quality,1.11568
ECHO,Tide,1.96823
ECHO,Theory,1.46803
ECHO,Water pollution,1.28673
ECHO,Atmospheric temperature,1.01069
ECHO,Aquatic animal,0.581171
ECHO,Time travel,0.516071
ECHO,Homogeneity and heterogeneity,1.34898
ECHO,Spatial analysis,4.77438
ECHO,Ecological succession,3.3502
ECHO,Venice,1.48363
ECHO,Reservoir,1.34273
ECHO,Water,14.4879
ECHO,Meander,1.85203
ECHO,Riparian zone,2.25212
ECHO,Tile drainage,0.787907
ECHO,United States,1.02365
ECHO,Burkina Faso,2.24906
ECHO,Montane ecosystems,0.805713
ECHO,Reactive transport modeling in porous media,0.640468
ECHO,Infection,3.88786
ECHO,Complex system,1.15828
ECHO,Computer simulation,4.5252
ECHO,Soil,6.37821
ECHO,Quantitative research,1.79504
ECHO,Wet-bulb temperature,1.28552
ECHO,Introduced species,0.859475
ECHO,Disturbance (ecology),1.83476
ECHO,Biogeochemical cycle,2.96555
ECHO,Time series,2.0821
ECHO,Stochastic modelling (insurance),1.50124
ECHO,Continuity equation,0.670591
ECHO,European Communities,0.579884
ECHO,Poisson point process,1.5108
ECHO,River ecosystem,2.05894
ECHO,Elsevier,1.021
ECHO,Hydrogeology,0.855868
ECHO,Simulation,1.85933
ECHO,Size,1.12949
ECHO,Parasitism,1.8412
ECHO,Biofilm,2.3609
ECHO,Surface runoff,3.54751
ECHO,Waterborne diseases,4.58999
ECHO,Sedimentary rock,0.734573
ECHO,Snowmelt,1.30511
ECHO,Biodiversity,9.54889
ECHO,Amazon basin,1.31732
ECHO,Drainage,2.42798
ECHO,Radiative forcing,0.696045
ECHO,Streamflow,4.32088
ECHO,Fish,2.8755
ECHO,Spatial scale,1.92235
ECHO,Aquifer,1.24348
ECHO,Calibration,0.801563
ECHO,Carrying capacity,1.55703
ECHO,Stochastic process,5.75646
ECHO,Köppen climate classification,0.891357
ECHO,Reductionism,0.946101
ECHO,Extinction,1.8484
ECHO,Population dynamics,3.08236
ECHO,Stochastic programming,0.618184
ECHO,Residence time,1.95752
ECHO,Climate change,3.78589
ECHO,Vibrio cholerae,4.34546
ECHO,Species diversity,1.43926
ECHO,Ecosystem diversity,1.1851
ECHO,Biodiversity loss,2.14273
ECHO,Phase transition,0.98686
ECHO,Eutrophication,1.31688
ECHO,Species distribution,1.86208
ECHO,Swiss Alps,3.56122
ECHO,Region,1.95249
ECHO,Natural environment,0.962666
ECHO,Monte Carlo method,1.28002
ECHO,Hydrological transport model,4.09522
ECHO,Basal metabolic rate,1.87836
ECHO,Human behavior,0.686917
ECHO,Field research,0.494262
ECHO,Biodiversity hotspot,1.0732
ECHO,Community,4.18277
ECHO,Terrain,0.997101
ECHO,Soil erosion,2.19914
ECHO,Experiment,8.16478
ECHO,Climate,4.01499
ECHO,Sediment,2.60907
ECHO,Sea level,2.32842
ECHO,Agriculture,1.34431
ECHO,Observational study,1.5518
ECHO,Multifractal system,0.749637
ECHO,Mathematical and theoretical biology,0.47364
ECHO,Epidemiology,10.3328
ECHO,Electron configuration,0.593466
ECHO,Ecological niche,1.20815
ECHO,Invasive species,1.18335
ECHO,Human,0.877526
ECHO,Pattern,3.50956
ECHO,Color temperature,1.18549
ECHO,Self-organized criticality,1.69215
ECHO,Pathogen transmission,1.6028
ECHO,Cholera,12.7325
ECHO,Freshwater ecosystem,1.65753
ECHO,Digital elevation model,2.03467
ECHO,Developing country,1.30857
ECHO,Evapotranspiration,2.21425
ECHO,Geomorphology,11.375
ECHO,Topography,2.08182
ECHO,American Geophysical Union,2.24534
ECHO,Subsurface flow,0.929358
ECHO,Sediment transport,1.66237
ECHO,Disease,3.8521
ECHO,Biological dispersal,2.95176
ECHO,Convergent evolution,0.624948
ECHO,System,3.89704
ECHO,Abundance (ecology),0.447909
ECHO,Channel (geography),0.48338
ECHO,Hydrograph,0.950926
ECHO,Sea surface temperature,1.71897
ECHO,Bacteria,1.96965
ECHO,Dynamical system,1.19111
ECHO,Basic reproduction number,1.29193
ECHO,Willow,0.845912
ECHO,Discharge (hydrology),0.670354
ECHO,Evolution,6.65272
ECHO,Equation,1.07635
ECHO,Structure,4.16761
ECHO,Population growth,0.785979
ECHO,Ecology,4.71895
ECHO,Ecosystem,10.4842
ECHO,Energy,1.61746
ECHO,Erosion,0.826164
ECHO,Alps,0.584012
ECHO,Extinction event,1.01828
ECHO,Energy efficiency in transport,0.888607
ECHO,Exponentiation,0.749845
EML,Nanoparticle,1.51432
EML,Human rights,0.833271
EML,Composite material,0.342086
EML,Scanning transmission electron microscopy,1.44077
EML,Transmission electron microscopy,4.15902
EML,Species,1.41813
EML,Powder diffraction,0.823091
EML,Optical tweezers,0.518947
EML,Uranium,2.40934
EML,Absorption spectroscopy,0.582083
EML,Room-temperature superconductor,0.443491
EML,Enriched uranium,0.303176
EML,Soil contamination,0.446581
EML,Bioremediation,0.81248
EML,High-resolution transmission electron microscopy,0.992661
EML,Optical properties,1.85304
EML,Luminescence,2.22226
EML,Photoluminescence,2.28867
EML,Color temperature,0.589375
EML,Structure,0.7212
EML,Electron microscope,0.860064
DISAL,Wireless sensor network,1.66982
DISAL,Robotics,0.73528
DISAL,Environmental monitoring,2.50981
DISAL,Genetic algorithm,0.890575
LGB,Photoresist,0.734822
GR-LUD,Thermogravimetric analysis,0.787852
GR-LUD,Fly ash,2.25223
GR-LUD,Human rights,1.021
GR-LUD,Fluorescent lamp,0.479981
GR-LUD,Rare-earth element,2.78822
GR-LUD,Heat treating,1.02718
GR-LUD,Metal,1.10057
GR-LUD,Methanol,0.443172
GR-LUD,Temperature,0.823026
GR-LUD,Municipal solid waste,0.836983
GR-LUD,Powder diffraction,0.62728
GR-LUD,Gasification,1.931
GR-LUD,Science,0.506223
GR-LUD,Sulfur,1.52818
GR-LUD,X-ray absorption spectroscopy,1.91131
GR-LUD,Absorption spectroscopy,1.23474
GR-LUD,Electronic waste,0.724708
GR-LUD,Abundance of the chemical elements,0.446934
GR-LUD,Elsevier,0.465994
GR-LUD,Heavy metals,0.954692
GR-LUD,Carbon,0.686603
GR-LUD,Catalysis,1.05814
GR-LUD,Alkali metal,0.738233
GR-LUD,Recycling,4.01497
GR-LUD,Color temperature,0.560454
DISAL,Swarm robotics,0.874418
DISAL,Wireless sensor network,1.26334
DISAL,Global Positioning System,1.08153
DISAL,Indoor positioning system,1.3354
DISAL,Autonomous underwater vehicle,1.50485
DISAL,Data,2.72517
DISAL,Robotics,0.684292
DISAL,Environmental monitoring,2.43123
DISAL,Robot,1.53539
DISAL,Electric vehicle,0.396459
DISAL,Mobile robot,1.01297
DISAL,Unmanned underwater vehicle,1.08599
DISAL,Simultaneous localization and mapping,0.95071
DISAL,Algorithm,1.3529
DISAL,System,1.69929
ECOL,Fluid dynamics,0.883177
ECOL,Flume,0.836795
ECOL,Geologic time scale,1.66498
ECOL,Stochastic differential equation,0.40108
ECOL,River,0.341123
ECOL,Alpha particle,0.530327
ECOL,Grade (slope),0.623255
ECOL,Mountain stream,1.10221
ECOL,Stochastic,0.634681
ECOL,Slope,1.19677
ECOL,Water,0.794502
ECOL,Stochastic modelling (insurance),0.36659
ECOL,Stochastic process,1.59184
ECOL,Soil erosion,1.06513
ECOL,Experiment,2.44047
ECOL,Sediment,2.72514
ECOL,Sediment transport,8.78069
ECOL,Discharge (hydrology),0.439673
ECOL,Evolution,2.50862
ECOL,Erosion,1.07408
DISAL,Kalman filter,0.763038
DISAL,Electric vehicle,0.337056
DISAL,Algorithm,1.17312
DISAL,Driving simulator,0.510565
SLAB,Material point method,0.724133
SLAB,Snow,0.646392
SLAB,Avalanche,7.67871
TOX,Volatile organic compound,1.87958
TOX,Cell culture,0.945012
TOX,Fluorescence,0.824321
TOX,Biotransformation,1.33995
TOX,Nanoparticle,3.48175
TOX,Aromatic compound,0.792866
TOX,Human rights,2.1441
TOX,Persistent organic pollutant,2.27583
TOX,Advanced oxidation process,0.946249
TOX,Heavy water,0.350927
TOX,Active transport,0.591309
TOX,Adverse effect,0.728959
TOX,Environmental toxicology,0.824294
TOX,Development,0.767085
TOX,Immune system,0.461342
TOX,Aquatic plant,1.56369
TOX,Anaerobic digestion,1.26137
TOX,Industrial wastewater treatment,0.502733
TOX,Gene expression,1.14986
TOX,Sewage treatment,1.73627
TOX,Toxicity,11.7939
TOX,Mammal,1.20508
TOX,Culture,1.02476
TOX,Molecular biology,0.517936
TOX,Model organism,0.709046
TOX,Organism,1.45888
TOX,Aquatic ecosystem,6.22029
TOX,Metabolism,3.13665
TOX,Microorganism,0.566756
TOX,Subatomic particle,1.0927
TOX,Oxidative stress,0.923668
TOX,Wastewater,0.741286
TOX,Species,1.44172
TOX,Risk assessment,2.44245
TOX,Organic compound,1.75187
TOX,Environmental monitoring,0.606829
TOX,Effluent,0.672381
TOX,Estrogen,0.414801
TOX,Protein,1.08105
TOX,Physical chemistry,0.812012
TOX,Environmental impact assessment,3.22662
TOX,Analytical chemistry,0.418795
TOX,Knowledge,1.97693
TOX,Photosynthesis,0.42735
TOX,Pollutant,0.636532
TOX,Prediction,0.837968
TOX,Volatility (chemistry),0.487439
TOX,Research,0.84
TOX,Plastic,0.48697
TOX,Groundwater,1.12757
TOX,Risk management,0.596064
TOX,Scientific method,0.383338
TOX,Silver,4.91642
TOX,Mixture,1.24524
TOX,Sustainable development,0.327088
TOX,Time,0.942783
TOX,Toxicology,1.95781
TOX,Water quality,0.970282
TOX,Particle,1.86563
TOX,Water pollution,0.350345
TOX,Gut microbiota,0.40851
TOX,Environmental health,0.462567
TOX,Aquatic animal,2.04344
TOX,Water,1.23043
TOX,Green algae,0.505598
TOX,Zinc,0.951686
TOX,Chemical kinetics,0.512175
TOX,Vertebrate,0.660126
TOX,Environment,0.546799
TOX,Contamination,0.84197
TOX,Oxidation state,0.385314
TOX,Soil contamination,0.813358
TOX,Gene,1.03193
TOX,Surface runoff,0.757365
TOX,Oxygen toxicity,0.540638
TOX,Heavy metals,0.490222
TOX,Fish,14.0085
TOX,Behavior,0.651661
TOX,Pesticide,0.820403
TOX,Zebrafish,7.44756
TOX,Larva,1.27596
TOX,Chemical equilibrium,0.886978
TOX,Glucocorticoid,0.752213
TOX,Enzyme inhibitor,0.61833
TOX,Natural environment,0.378163
TOX,Basal metabolic rate,0.437487
TOX,Chemical element,0.465159
TOX,Wastewater treatment,0.551915
TOX,Solubility,0.808286
TOX,Bioaccumulation,0.569347
TOX,Chemical engineering,1.22255
TOX,Chemical reaction,0.543754
TOX,Cell wall,1.48624
TOX,Algae,1.38985
TOX,Reactive oxygen species,0.950594
TOX,Polycyclic aromatic hydrocarbon,2.3332
TOX,Exposure assessment,0.427488
TOX,Red blood cell,0.750956
TOX,Gastrointestinal tract,2.83118
TOX,Hydroxyl radical,1.61304
TOX,Nanomaterials,0.584175
TOX,Endocrine disruptor,2.30505
TOX,Volatiles,0.689771
TOX,Rainbow trout,7.00364
TOX,Chemical substance,6.40169
LGB,World population,0.75388
LGB,Conservation biology,1.11298
LGB,Species,0.806338
LGB,Remote sensing,0.659291
LGB,Research,1.28233
LGB,Spatial analysis,0.798014
LGB,Coral bleaching,1.40382
LGB,Coral,2.58388
LGB,Genomics,1.07564
LGB,Regulation of gene expression,1.06549
LGB,Coral reef,4.17411
LGB,Adaptation,2.57981
LTQE,Volatile organic compound,3.32636
LTQE,Functional group,1.09701
LTQE,Chemical reactor,0.507737
LTQE,Filtration,1.59907
LTQE,Organic matter,2.51091
LTQE,Water supply network,0.477558
LTQE,Soil organic matter,0.432383
LTQE,Human rights,0.650935
LTQE,Advanced oxidation process,1.06084
LTQE,Inorganic chemistry,0.768678
LTQE,X-inactivation,0.946697
LTQE,Aquatic plant,0.360039
LTQE,Industrial wastewater treatment,0.647262
LTQE,Sewage treatment,20.4226
LTQE,High-performance liquid chromatography,0.627974
LTQE,Laboratory,1.11712
LTQE,Water resources,0.461671
LTQE,Singlet oxygen,0.546799
LTQE,Virus,2.9688
LTQE,Aquatic ecosystem,1.07293
LTQE,Drinking water,0.848087
LTQE,Temperature,1.82368
LTQE,Chemical compound,1.87494
LTQE,Oxidative stress,0.724197
LTQE,Wastewater,1.12736
LTQE,Organic chemistry,1.21386
LTQE,Observation,0.757292
LTQE,Ozone,8.20279
LTQE,Water treatment,1.15491
LTQE,Room temperature,0.941458
LTQE,Analytical chemistry,0.982303
LTQE,Reaction rate,0.839455
LTQE,PH,1.2747
LTQE,Chemical reaction engineering,0.454684
LTQE,Quantum chemistry,2.68468
LTQE,Quantum computing,0.696696
LTQE,Rhine,0.639937
LTQE,Detection limit,0.907443
LTQE,Groundwater,0.463702
LTQE,Science,1.09701
LTQE,Water quality,1.20466
LTQE,Water pollution,0.995629
LTQE,Antioxidant,1.02604
LTQE,Water,4.42361
LTQE,Chemical kinetics,2.93154
LTQE,Photochemistry,1.77167
LTQE,Oxidation state,0.686183
LTQE,Soil contamination,1.15097
LTQE,Surface runoff,0.746678
LTQE,Ozone depletion,7.83444
LTQE,Waterborne diseases,0.692652
LTQE,Aquifer,0.822326
LTQE,Disinfectant,1.09952
LTQE,Reductionism,0.520686
LTQE,Environmental engineering,0.630813
LTQE,Rights,0.506996
LTQE,Acid dissociation constant,0.504143
LTQE,Catalysis,1.09514
LTQE,Gas chromatography,0.769402
LTQE,Experiment,5.93799
LTQE,Computational chemistry,1.07405
LTQE,Reaction mechanism,1.67966
LTQE,Chemical reaction,5.75623
LTQE,Chromatography,1.09298
LTQE,Hydraulics,0.939618
LTQE,Coordination complex,0.465407
LTQE,Hydroxyl radical,1.98168
LTQE,System,2.00635
LTQE,Environmental degradation,0.744092
LTQE,Energy,0.443679
DISAL,Global Positioning System,0.713703
DISAL,Project,0.811032
DISAL,Paper,1.20961
DISAL,Infrastructure,0.901834
DISAL,Vehicle dynamics,0.64969
DISAL,Autonomous underwater vehicle,1.3532
DISAL,Data,1.56355
DISAL,Measurement,1.07952
DISAL,Manhattan Project,0.341887
DISAL,Description,0.356222
DISAL,Robotics,0.712842
DISAL,Research,1.37108
DISAL,Real-time computing,0.52987
DISAL,Enabling technology,0.566712
DISAL,Serial Experiments Lain,0.408581
DISAL,Technology,1.07589
DISAL,Reason,0.750116
DISAL,Micro air vehicle,1.27081
DISAL,User interface,0.923891
DISAL,Unmanned underwater vehicle,1.08599
DISAL,Unmanned aerial vehicle,1.91281
DISAL,Simultaneous localization and mapping,1.06823
DISAL,Developed country,0.632726
DISAL,System,2.31563
LTE,Antarctica,1.48667
LTE,Data,0.723887
LTE,Remote sensing,1.07454
LTE,Precipitation,3.39943
LTE,Lightning,3.67701
LTE,Weather radar,0.905296
TOPO,Aerial photography,0.444154
TOPO,GNSS augmentation,0.88239
LTQE,Sewage treatment,1.04404
LGB,Advanced Composition Explorer,1.19559
LGB,Tissue (biology),2.41175
LGB,Microalgae,1.13108
LGB,Fossil,1.68293
LGB,Fluorescence microscope,2.23919
LGB,Confocal microscopy,0.970294
LGB,Amino acid,1.34129
LGB,Organic matter,4.62185
LGB,Golgi apparatus,1.53813
LGB,Glucose,2.57505
LGB,Geologic time scale,1.8406
LGB,Soil organic matter,2.7883
LGB,Human rights,1.3273
LGB,Isotope geochemistry,0.572921
LGB,Exoskeleton,1.05008
LGB,Inorganic chemistry,0.850012
LGB,Ammonium sulfate,1.09195
LGB,Isotopic labeling,1.85484
LGB,Digestion,0.756481
LGB,Accretion (astrophysics),0.53645
LGB,Deep-water coral,1.32104
LGB,Carbonaceous chondrite,9.15402
LGB,Light,2.27293
LGB,Lipid,0.885953
LGB,Mid-ocean ridge,2.43905
LGB,Scanning transmission electron microscopy,4.08402
LGB,Aragonite,2.63496
LGB,Measurement,1.4403
LGB,Mineral,2.50655
LGB,Partial melting,1.16138
LGB,Microscopy,0.665306
LGB,Isotope,2.90544
LGB,Continent,1.09504
LGB,Biomineralization,7.64803
LGB,Meteorite,4.23089
LGB,Metabolism,13.7743
LGB,Microorganism,2.45512
LGB,Temperature,3.72759
LGB,Metabolic pathway,1.42159
LGB,Nitrogen,2.48408
LGB,Nebular hypothesis,2.09178
LGB,Transmission electron microscopy,10.6913
LGB,Normal distribution,2.36826
LGB,Nanotechnology,0.809186
LGB,Nitrate,1.88326
LGB,Nebula,0.704403
LGB,Species,5.95722
LGB,Nitrogen fixation,4.37643
LGB,Imaging,1.18299
LGB,Observation,2.23011
LGB,Light-year,0.552194
LGB,Trace element,2.72642
LGB,Physiology,2.08154
LGB,Analytical chemistry,0.554262
LGB,Photosynthesis,7.02923
LGB,Isotopes of oxygen,1.1211
LGB,Research,1.11512
LGB,Seawater,4.80449
LGB,Red Sea,2.1133
LGB,Solar System,2.26797
LGB,Skeleton,8.8425
LGB,Stem cell,0.840809
LGB,Iron-oxidizing bacteria,0.545136
LGB,Ocean acidification,1.651
LGB,Scanning electron microscope,3.92596
LGB,Mass spectrometry,2.2115
LGB,Isotopic signature,1.44692
LGB,Unicellular organism,0.742683
LGB,Time,1.34771
LGB,Homogeneity and heterogeneity,2.6411
LGB,Spatial analysis,0.666401
LGB,Nutrient cycle,1.88242
LGB,Iron meteorite,2.67181
LGB,Cell membrane,1.54768
LGB,Geochemical modeling,1.15265
LGB,Stylophora pistillata,2.87946
LGB,Environment,1.26379
LGB,Deep sea,0.639747
LGB,Skeletal muscle,0.776282
LGB,Abundance of the chemical elements,1.13678
LGB,Platinum group,1.72119
LGB,Geochemistry,3.01395
LGB,Symbiosis,14.9536
LGB,Photosynthetic reaction centre,0.428465
LGB,Bicarbonate,2.18352
LGB,Coral bleaching,3.20281
LGB,Bacterial growth,0.726574
LGB,Stable isotope ratio,2.70835
LGB,Photosynthetic efficiency,1.10753
LGB,Cell signaling,1.9301
LGB,Pocillopora damicornis,2.39454
LGB,Continental shelf,1.38011
LGB,Single cell sequencing,0.715193
LGB,Human digestive system,0.728776
LGB,Cell (biology),1.52478
LGB,Basalt,0.858029
LGB,Biofilm,0.692093
LGB,Star formation,2.29801
LGB,Ozone depletion,0.67078
LGB,Metamorphic rock,0.920445
LGB,Calcite,2.55057
LGB,Calcium carbonate,3.85567
LGB,Bose–Einstein condensate,1.58187
LGB,Nanoscale secondary ion mass spectrometry,3.39405
LGB,High-resolution transmission electron microscopy,1.0224
LGB,Symbiotic bacteria,0.709542
LGB,Asteroid belt,3.40578
LGB,Condensation,2.42767
LGB,Coral,27.3849
LGB,Foraminifera,13.859
LGB,Zooxanthellae,2.15147
LGB,Ultrastructure,5.60736
LGB,Accretion disk,1.14852
LGB,Population dynamics,1.21095
LGB,Anoxic waters,1.28114
LGB,Climate change,1.74514
LGB,Cellular compartment,1.17262
LGB,Chemistry,1.15758
LGB,Cytoplasm,1.64076
LGB,Carbon,3.29953
LGB,Chondrite,7.13127
LGB,Eutrophication,1.11923
LGB,Natural environment,1.34887
LGB,Cretaceous,1.30591
LGB,Basal metabolic rate,2.24202
LGB,Biological process,1.126
LGB,Iron–nickel alloy,1.24129
LGB,Carbon dioxide,0.988997
LGB,Nitrogen cycle,6.95124
LGB,Comet,1.22578
LGB,Experiment,3.52802
LGB,Benthos,1.15796
LGB,Symbiogenesis,0.558324
LGB,Formation and evolution of the Solar System,0.481273
LGB,Dinoflagellate,6.31854
LGB,Chemical reaction,0.537641
LGB,Cell biology,1.18345
LGB,Secondary ion mass spectrometry,2.84345
LGB,Nutrient,2.05617
LGB,Ammonium,2.53654
LGB,Color temperature,1.30342
LGB,Biological carbon fixation,0.778229
LGB,Biological agent,0.6936
LGB,Asteroid,2.43818
LGB,Angular diameter,1.72642
LGB,Fingerprint,1.02937
LGB,Shallow water equations,0.672718
LGB,Coral reef,11.0424
LGB,Sea surface temperature,0.906145
LGB,Bacteria,3.84966
LGB,Scleractinia,11.9075
LGB,Benthic zone,2.33922
LGB,Biology,0.838486
LGB,Evolution,1.70711
LGB,Structure,3.55655
LGB,Ammonium nitrate,1.35655
LGB,Endosymbiont,2.68444
LGB,Heterotroph,3.51577
LGB,Chemical substance,0.84277
LGB,Electron microscope,7.47706
CRYOS,Surface tension,0.570237
CRYOS,Analysis,0.803859
CRYOS,Antarctic ice sheet,2.34366
CRYOS,Large eddy simulation,2.87578
CRYOS,Area,1.31983
CRYOS,Glacier,0.599751
CRYOS,Storm,1.83267
CRYOS,Indian Ocean,0.795761
CRYOS,Heat flux,0.450677
CRYOS,Wind,0.843897
CRYOS,Turbulence,1.84409
CRYOS,Wind speed,1.40133
CRYOS,Elevation,0.988465
CRYOS,Transport,0.776524
CRYOS,Antarctica,1.22807
CRYOS,Viscosity,1.35412
CRYOS,Interaction (disambiguation),0.929562
CRYOS,Southern Ocean,2.32819
CRYOS,Primary production,0.578115
CRYOS,Sea level rise,0.477686
CRYOS,Drag (physics),0.766302
CRYOS,Boundary layer,0.592838
CRYOS,Ecosystem management,0.909623
CRYOS,Remote sensing,0.725675
CRYOS,East Antarctica,1.20977
CRYOS,Snow,4.12465
CRYOS,Precipitation,3.25322
CRYOS,Spatial analysis,1.21691
CRYOS,Sea ice,2.38957
CRYOS,Modeling language,0.355065
CRYOS,Wind tunnel,1.08737
CRYOS,Polar regions of Earth,1.45506
CRYOS,Surface,0.864729
CRYOS,Rights,0.506996
CRYOS,Soil erosion,2.48185
CRYOS,Climate,0.674798
CRYOS,Atmosphere of Venus,0.519149
CRYOS,Pattern,0.734998
CRYOS,Wind wave,0.323595
CRYOS,Prevailing winds,0.373734
CRYOS,Sea surface temperature,0.685468
CRYOS,Ecosystem,0.838885
CRYOS,Erosion,1.95767
LAPI,Volatile organic compound,3.97476
LAPI,Air pollution,0.998997
LAPI,Organic matter,2.84053
LAPI,Soil organic matter,0.828164
LAPI,Human rights,0.715077
LAPI,Amine,1.14611
LAPI,Heavy water,0.431454
LAPI,Non-methane volatile organic compound,0.75801
LAPI,Infrared spectroscopy,0.5409
LAPI,Organic food,0.52414
LAPI,Visibility,0.652827
LAPI,Mexico City,0.830725
LAPI,Gas,0.745584
LAPI,Measurement,0.716849
LAPI,Amine gas treating,0.730781
LAPI,Total organic carbon,3.53713
LAPI,Fourier-transform infrared spectroscopy,0.573858
LAPI,Atmosphere of Earth,1.20677
LAPI,Subatomic particle,0.384153
LAPI,Nitrate,2.26897
LAPI,Species,0.632093
LAPI,Environmental monitoring,3.05001
LAPI,Particle physics,0.526413
LAPI,Scientific method,1.53085
LAPI,Spectroscopy,2.30289
LAPI,Mass spectrometry,0.397275
LAPI,Mixture,0.654716
LAPI,Functional group (ecology),4.09938
LAPI,Particle,6.57577
LAPI,Particulates,8.12532
LAPI,Water,2.17179
LAPI,Emissions trading,0.483023
LAPI,Black carbon,2.28909
LAPI,Internal combustion engine,0.586152
LAPI,Radiative forcing,0.81432
LAPI,Fourier-transform spectroscopy,0.562559
LAPI,Humidity,0.705394
LAPI,Carbon,1.356
LAPI,Region,0.697772
LAPI,Combustion,0.614857
LAPI,Cloud condensation nuclei,1.29905
LAPI,Aerosol,16.4044
LAPI,Wood fuel,0.471801
LAPI,Carbon dioxide,0.309761
LAPI,Climate,1.52868
LAPI,Vehicle emissions control,1.0977
LAPI,Stress concentration,0.312758
LAPI,Atmospheric chemistry,1.60035
LAPI,Organic farming,1.25703
LGB,Tissue (biology),1.21015
LGB,Glucose,2.26728
LGB,Geologic time scale,0.874993
LGB,Isotopic labeling,0.543943
LGB,Lipid,0.622648
LGB,Mid-ocean ridge,0.883305
LGB,Scanning transmission electron microscopy,0.869471
LGB,Isotope,0.342036
LGB,Metabolism,3.64552
LGB,Metabolic pathway,0.780844
LGB,Transmission electron microscopy,2.73346
LGB,Normal distribution,0.42521
LGB,Species,1.08138
LGB,Nitrogen fixation,1.33343
LGB,Medical imaging,0.355247
LGB,Seawater,0.978448
LGB,Stem cell,0.515831
LGB,Scanning electron microscope,1.31089
LGB,Mass spectrometry,0.913211
LGB,Isotopic signature,0.858588
LGB,Homogeneity and heterogeneity,0.577238
LGB,Stylophora pistillata,0.670929
LGB,Symbiosis,2.12904
LGB,Bicarbonate,0.853636
LGB,Single cell sequencing,0.4347
LGB,Cell (biology),0.536323
LGB,Nanoscale secondary ion mass spectrometry,1.51409
LGB,Coral,1.68076
LGB,Foraminifera,1.7425
LGB,Basal metabolic rate,1.35615
LGB,Nitrogen cycle,1.61275
LGB,Experiment,1.85908
LGB,Secondary ion mass spectrometry,1.72789
LGB,Nutrient,1.25753
LGB,Coral reef,1.40875
LGB,Types of volcanic eruptions,1.57947
LGB,Endosymbiont,1.4235
LGB,Heterotroph,1.24657
LGB,Electron microscope,3.1401
GR-CEL,Passive sampling,0.822919
DISAL,Global Positioning System,0.65095
DISAL,Human impact on the environment,2.10718
DISAL,Robotics,1.02177
DISAL,Inertial navigation system,0.501284
DISAL,Robot,1.7036
DISAL,Scientific method,0.754556
DISAL,Uncertainty principle,0.406026
DISAL,Information technology,0.494919
DISAL,Environment,1.27045
DISAL,Time complexity,1.36499
DISAL,Human overpopulation,0.571699
DISAL,Urban planning,0.625459
DISAL,Natural environment,0.680851
DISAL,Human settlement,0.61047
DISAL,Human,1.63266
DISAL,Complexity,0.344284
DISAL,Multi-agent system,0.41294
DISAL,Driving simulator,0.581273
DISAL,Markov decision process,0.842177
DISAL,Innovation,0.706459
DISAL,Android (operating system),0.774737
DISAL,Data,1.38048
DISAL,Robotics,3.17654
DISAL,Freshwater environmental quality parameters,1.16137
DISAL,Environmental monitoring,4.00824
DISAL,Sensor,1.12769
DISAL,Finding Nemo,0.544775
DISAL,Robot,1.53492
DISAL,Scientific method,1.70521
DISAL,Partially observable Markov decision process,0.972942
DISAL,Environment,1.0936
DISAL,Hyperparameter optimization,0.342036
DISAL,Natural environment,1.34777
DISAL,Experiment,1.15798
DISAL,Algorithm,4.95617
DISAL,Simulation hypothesis,1.22889
DISAL,Global Positioning System,1.32292
DISAL,Autonomous underwater vehicle,0.867871
DISAL,Data,1.56355
DISAL,Environmental monitoring,0.694841
DISAL,Unmanned underwater vehicle,1.82496
LCE,Cell culture,0.80028
LCE,Organic matter,1.0477
LCE,Population density,1.06924
LCE,Heavy water,0.327622
LCE,Iron,1.09886
LCE,Mutation rate,0.485567
LCE,Sewage treatment,1.6376
LCE,Solar irradiance,1.57664
LCE,Lake Erie,0.358667
LCE,Water resources,0.579079
LCE,Antimicrobial resistance,0.991112
LCE,Virus,6.80099
LCE,Methicillin-resistant Staphylococcus aureus,0.407734
LCE,Mutation,1.89304
LCE,Aquatic ecosystem,1.48421
LCE,Microorganism,0.845777
LCE,Water purification,0.633893
LCE,Pesticide resistance,0.303809
LCE,Precipitation,1.24418
LCE,Water,0.999992
LCE,Infection,0.972989
LCE,Bacteriophage,1.18822
LCE,Surface runoff,0.72006
