id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isIdenticalTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"229006","20.500.11850/3","Yu, Guozhi||Baeder, Desiree Y.||Regoes, Roland R.||Rolff, Jens",,,"2018-04-05T11:41:11Z","2018-03-31T03:01:10Z||2018-04-05T11:41:11Z","2018-03-14",,,,,,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2017.2687","http://hdl.handle.net/20.500.11850/254315","en","The Royal Society",,,"resistance evolution||antibiotics||antimicrobial peptides||pharmacodynamics","Predicting drug resistance evolution: Insights from antimicrobial peptides and antibiotics","Journal Article","Metadata only",,,"2018-03-31T03:01:19Z",,,"yes",,,,,,,,,,,,,,"85044033894",,"000428940300012","Proc R Soc Lond B Biol Sci","1874","Proceedings of the Royal Society B: Biological Sciences","285","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"20172687","London","published",,,,,,,,"2018-04-05T11:41:12Z","2023-02-06T15:21:54Z","true","9 p.","SCOPUS",,
"227015","20.500.11850/5","Stam, Remco||McDonald, Bruce A.",,,"2018-03-23T10:43:13Z","2018-03-06T01:58:41Z||2018-03-23T10:43:13Z","2018-03","2018-02-15",,,,,"1464-6722||1364-3703",,"10.1111/mpp.12636","http://hdl.handle.net/20.500.11850/246169","en","Wiley-Blackwell",,,,"When resistance gene pyramids are not durable-the role of pathogen diversity","Other Journal Item","Metadata only",,,"2018-03-06T01:58:50Z",,,"yes",,,,,,,,,,,,,,,,"000425134000001","Mol. plant pathol.","3","Molecular Plant Pathology","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"524","521","Oxford","published",,,,,,,,"2018-03-23T10:43:16Z","2018-12-02T09:17:38Z","true",,"WOS",,
"274171","20.500.11850/3","Strepparava, Nicole||Segner, Helmut||Ros, Albert||Hartikainen, Hanna||Schmidt-Posthaus, Heike||Wahli, Thomas",,,"2019-01-16T16:59:01Z","2019-01-15T15:41:44Z||2019-01-16T16:59:01Z","2018-03","2018-08-23",,,,,"0031-1820||1469-8161",,"10.1017/S0031182017001482","http://hdl.handle.net/20.500.11850/316076","en","Cambridge University Press",,,"brown trout||Tetracapsuloides bryosalmonae||temperature||proliferative kidney disease||parasite shedding||parasite kinetics||host-parasite interaction","Temperature-related parasite infection dynamics: the case of proliferative kidney disease of brown trout","Journal Article","Metadata only",,,"2019-01-15T15:41:45Z",,,"yes",,,,,,,,,,,,,,,,,"Parasitology","3","Parasitology","145","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"291","281","Cambridge","published",,,,,,,"false","2019-01-16T16:59:12Z","2019-01-16T16:59:12Z","true",,"BATCH",,
"228640","20.500.11850/28","Alexander, Jake M.||Diez, Jeffrey M.||Usinowicz, Jacob||Hart, Simon P.",,,"2018-04-04T09:41:59Z","2018-03-06T02:17:51Z||2018-04-04T09:41:59Z","2018-03",,,,,,"0169-5347||1872-8383",,"10.1016/j.tree.2018.01.001","http://hdl.handle.net/20.500.11850/246174","en","Cell Press",,,,"Species' Distributions as a Coexistence Problem: A Response to Godsoe et al.","Other Publication","Metadata only",,,"2018-03-06T02:18:18Z",,,"yes",,,,,,,,,,,,,,"85040986532",,"000425532200001","Trends Ecol Evol","3","Trends in Ecology & Evolution","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03909","03909",,"145","144","London","published",,,,,,,,"2018-04-04T09:42:04Z","2021-02-14T23:06:23Z","true",,"WOS",,
"274516","20.500.11850/3","Turko, Patrick||Tellenbach, Christoph||Keller, Esther||Tardent, Nadine||Keller, Barbara||Spaak, Piet||Wolinska, Justyna",,,"2019-01-17T14:55:36Z","2019-01-17T14:55:36Z","2018-03","2017-12-14",,,,,"0014-3820||1558-5646","http://hdl.handle.net/20.500.11850/252756||http://hdl.handle.net/20.500.11850/316087","10.1111/evo.13413","http://hdl.handle.net/20.500.11850/316944","en","Wiley",,,"Caullerya||host-parasite coevolution||red queen","Parasites driving host diversity: Incidence of disease correlated with Daphnia clonal turnover","Journal Article","Metadata only",,,"2018-03-26T02:44:06Z",,,"yes",,,,,,,,,,,,,,"85044005079",,"000427676800015","Evolution","3","Evolution","72","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","02720||03705","03705",,"629","619","Hoboken, NJ","published",,,,,,,,"2019-01-17T14:55:44Z","2019-01-17T14:55:44Z","true",,"SCOPUS||BATCH",,
"222792","20.500.11850/4","Culina, Antica||Baglioni, Miriam||Crowther, Tom W.||Visser, Marcel E.||Woutersen-Windhouwer, Saskia||Manghi, Paolo",,,"2018-03-02T14:06:20Z","2018-02-27T03:42:22Z||2018-03-02T14:06:20Z","2018-03",,,,,,"2397-334X",,"10.1038/s41559-017-0458-2","http://hdl.handle.net/20.500.11850/244511","en","Nature Publishing Group",,,"Ecology||Evolution||Research data","Navigating the unfolding open data landscape in ecology and evolution","Review Article","Metadata only",,,"2018-02-27T03:42:25Z",,,"yes",,,,,,,,,,,,,,"85042225488",,"000426559600009","Nat Ecol Evol","3","Nature Ecology & Evolution","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"426","420","London","published",,,,,,,"true","2018-03-02T14:06:23Z","2022-03-28T19:19:18Z","true",,"SCOPUS",,
"378508","20.500.11850/10","Crameri, Simon||Hassold, Sonja||Zoller, Stefan||Lowry II, Porter P.||Phillipson, Peter B.||Widmer, Alex",,,"2020-12-04T06:13:52Z","2020-12-02T10:07:29Z||2020-12-02T10:46:31Z||2020-12-04T06:13:52Z","2018-02-28",,"Species are regarded a fundamental unit in biology and are equally important in conservation biology and legislation. Establishment and enforcement of conservation legislation such as the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) therefore rely on correct species identifications, be it to assess the status of exploited species, to identify individuals and populations to be harvested, or to verify species identity declarations. Species diagnosis is challenging in many timber species due to insufficient reference collections, taxonomic work and expertise, and because identification keys often rely on ephemeral inflorescence, flower and fruit characters, which are often absent on living specimens in the field and cannot be analyzed on logs awaiting inspection. This facilitates international trade in illegally logged and wrongly declared timber and calls for methods enabling accurate species diagnosis of standing trees, logs, sawn wood and finished products.  We blindly sampled Malagasy Dalbergia rosewood and palisander species (Fabaceae, CITES appendix II) in the field to explore whether species can be delimited using an unguided approach and molecular markers. We then contrasted the molecular data with leaf morphological characters and evaluated the delimited units against existing taxonomic descriptions of Malagasy Dalbergia species. Classification analysis revealed that molecular data achieved substantially higher species-level resolution compared to leaf morphology, leading to a much lower misidentification rate. Furthermore, species delimitation results indicated a possible need for taxonomic revision of some species.  In conclusion, analysis of molecular markers is highly useful to perform species delimitation and diagnosis in taxonomically challenging groups. Results can be used to inform taxonomic revisions and to improve morphological identification keys. This paves the way for correct species identification of reference collections, particularly of sterile specimens, and thus provides the scientific foundation for all forensic timber identification techniques.",,,,,,,"http://hdl.handle.net/20.500.11850/454177","en",,,,"Dalbergia (botany)||Madagascar (African Islands)||Republic of Madagascar||Cites","Molecular species diagnosis in CITES-listed Dalbergia precious woods - insights and implications for forensic timber identification","Other Conference Item","Metadata only",,,"2020-12-02T10:07:39Z",,,"yes","3rd Annual Meeting in Conservation Genetics","February 26-28, 2018","Vienna, Austria",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander",,"03706",,"Conference lecture held on February 28, 2018.",,,,"unpublished",,,,,,,,"2020-12-04T06:14:11Z","2021-02-15T21:25:43Z","true",,"FORM",,
"268605","20.500.11850/10","Fischer, Martin C.",,,"2018-12-11T11:52:16Z","2018-12-05T22:12:40Z||2018-12-11T11:52:16Z","2018-02-27",,,,,,,,,"http://hdl.handle.net/20.500.11850/309076","en",,,,,"Phyllosphere microbiota-mediated selection on Alpine plant populations","Other Conference Item","Metadata only",,,"2018-12-05T22:12:51Z",,,"yes","Adaptation to a Changing Environment (ACE) Final Conference 2018","February 26-27, 2018","Bocken, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture on 27 February 2018",,,,"unpublished",,,,,,,,"2018-12-11T11:52:33Z","2023-02-06T16:41:44Z","true",,"FORM",,
"258383","20.500.11850/5","Crowther, Thomas W.||Machmuller, Megan B.||Carey, Joanna C.||Allison, Steven D.||Blair, John M.||Bridgham, Scott D.||Burton, Andrew J.||Dijkstra, Feike A.||Elberling, Bo||Estiarte, Marc||Larsen, Kim S.||Laudon, Hjalmar||Lupascu, Massimo||Marhan, Sven||Mohan, Jaqueline||Niu, Shuli||Peñuelas, Josep||Schmidt, Inger K.||Templer, Pamela H.||Kröel-Dulay, György||Frey, Serita D.||Bradford, Mark A.",,,"2018-10-16T10:38:17Z","2018-10-11T09:34:01Z||2018-10-12T07:32:19Z||2018-10-16T08:30:49Z||2018-10-16T10:38:17Z","2018-02-21",,,,,,"0028-0836||1476-4687",,"10.1038/nature25746","http://hdl.handle.net/20.500.11850/294611","en","Nature Publisher Group",,,,"Crowther et al. reply","Other Journal Item","Metadata only",,,"2018-10-11T09:34:02Z",,,"yes",,,,,,,,,,,,,,,,,,"7693","Nature","554","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625","More data but no new answers.","E8","E7","London","published","10.1038/nature25745",,,,,,,"2018-10-16T10:39:02Z","2022-03-28T21:28:10Z","true",,"FORM","Replying to N. van Gestel et al. Nature 554, 10.1038/nature25745 (2018)",
"394291","20.500.11850/4","Besnard, Guillaume||Terral, Jean-Frédéric||Cornille, Amandine",,,"2021-03-12T08:16:34Z","2018-01-15T14:19:27Z||2018-01-15T14:26:31Z||2021-03-12T08:16:34Z","2018-02-16","2017-01-30","Background Unravelling domestication processes is crucial for understanding how species respond to anthropogenic pressures, forecasting crop responses to future global changes and improving breeding programmes. Domestication processes for clonally propagated perennials differ markedly from those for seed-propagated annual crops, mostly due to long generation times, clonal propagation and recurrent admixture with local forms, leading to a limited number of generations of selection from wild ancestors. However, additional case studies are required to document this process more fully.  Scope The olive is an iconic species in Mediterranean cultural history. Its multiple uses and omnipresence in traditional agrosystems have made this species an economic pillar and cornerstone of Mediterranean agriculture. However, major questions about the domestication history of the olive remain unanswered. New paleobotanical, archeological, historical and molecular data have recently accumulated for olive, making it timely to carry out a critical re-evaluation of the biogeography of wild olives and the history of their cultivation. We review here the chronological history of wild olives and discuss the questions that remain unanswered, or even unasked, about their domestication history in the Mediterranean Basin. We argue that more detailed ecological genomics studies of wild and cultivated olives are crucial to improve our understanding of olive domestication. Multidisciplinary research integrating genomics, metagenomics and community ecology will make it possible to decipher the evolutionary ecology of one of the most iconic domesticated fruit trees worldwide.  Conclusion The olive is a relevant model for improving our knowledge of domestication processes in clonally propagated perennial crops, particularly those of the Mediterranean Basin. Future studies on the ecological and genomic shifts linked to domestication in olive and its associated community will provide insight into the phenotypic and molecular bases of crop adaptation to human uses.",,,,"1095-8290||0305-7364",,"10.1093/aob/mcx145","http://hdl.handle.net/20.500.11850/228799","en","Oxford University Press",,,"Adaptation||phylogeography||introgression||Oleaceae||pathogen||microbes","On the origins and domestication of the olive: a review and perspectives","Review Article","Metadata only",,,"2018-01-15T14:19:28Z",,,"no",,,,,,,,,,,,,,"85046089349",,"000427180100002","Ann Bot","3","Annals of Botany","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"403","385","Oxford","published",,,,,,,,"2018-01-15T14:26:34Z","2022-03-29T05:44:30Z","true",,"FORM",,
