id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"314647","20.500.11850/16","Besmer, Michael D.",,"Wehrli, Bernhard||Hammes, Frederik||Ackermann, Martin||Vrouwenvelder, Johannes S.||Farnleitner, Andreas H.","2019-10-18T12:30:58Z","2017-06-12T13:50:55Z||2017-09-01T13:21:39Z||2017-10-12T13:47:32Z||2019-10-18T12:30:58Z","2016","2016",,"application/pdf","10.3929/ethz-a-010735260",,,,,"http://hdl.handle.net/20.500.11850/121323","en","ETH Zurich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","QUANTIFIZIERUNG + KONZENTRATIONSBESTIMMUNG (BIOLOGISCHE TECHNIKEN)||QUANTIFICATION + CONCENTRATION DETERMINATION (BIOLOGICAL TECHNIQUES)||DURCHFLUSSCYTOMETRIE + DURCHFLUSSCYTOPHOTOMETRIE (CYTOLOGISCHE METHODEN)||AQUATISCHE MIKROBIOLOGIE + AQUATISCHE MIKROORGANISMEN||POPULATIONSDYNAMIK (ÖKOLOGIE)||POPULATION DYNAMICS (ECOLOGY)||AQUATIC MICROBIOLOGY + AQUATIC MICROORGANISMS||FLOW CYTOMETRY + FLOW CYTOPHOTOMETRY (CYTOLOGICAL TECHNIQUES)","Monitoring short-term dynamics of bacterial concentrations in natural and engineered aquatic ecosystems","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-12T13:54:25Z","2019-10-15","pub:183418","eth:49755","yes",,,,,,,,,"23830","imp59366b9d2873271928||imp593654c4790a437823","010735260",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03328||02350","03328",,,,"Zurich","published",,,,,,,,,,,"2017-07-13T05:55:44Z","2019-10-18T12:31:55Z","true","191 p.","ECOL||ECIT",,,
"234017","20.500.11850/8","Blazina, Tim||Winkel, Lenny H.E.||Läderach, Alexander||Wernli, Heini||Kirchner, James W.","Lin, Zhi-Qing||Bañuelos, Gary S.||Ferreira de Moraes, Milton||Guimarães Guilherme, Luiz R.||Rodrigues dos Reis, André",,"2018-05-07T12:28:36Z","2017-06-11T22:38:21Z||2018-05-07T12:28:36Z","2016",,,,,"978-1-138-02731-2||978-1-315-68756-8",,,,"http://hdl.handle.net/20.500.11850/109397","en","CRC Press/Balkema",,,,,"Examining continental and marine sources of selenium in rainfall","Conference Paper","Metadata only","Global Advances in Selenium Research from Theory to Application. Proceedings of the 4th International Conference on Selenium in the Environment and Human Health, 2015",,"2017-06-11T22:38:26Z",,"pub:170484",,"yes","4th International Conference on Selenium in the Environment and Human Health 2015","October 18-21, 2015","São Paulo, Brazil",,,,,,,"imp593653e16cd8e79890",,"84949894968",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03798||03854||03933","03798||03854||03933",,"8","7","Boca Raton, FL","published",,,,,,,,,,,"2018-05-07T12:28:38Z","2023-02-06T15:29:09Z","true",,"ECIT",,,
"234023","20.500.11850/8","Luxem, Katja E.||Vriens, Bas||Behra, Renata||Winkel, Lenny H.E.","Lin, Zhi-Qing||Bañuelos, Gary S.||Ferreira de Moraes, Milton||Guimarães Guilherme, Luiz R.||Rodrigues dos Reis, André",,"2018-05-07T12:34:55Z","2017-06-11T22:38:23Z||2018-05-07T12:34:55Z","2016",,,,,"978-1-315-68756-8||978-1-138-02731-2",,,,"http://hdl.handle.net/20.500.11850/109400","en","CRC Press/Balkema",,,,,"The role of phytoplankton in marine selenium cycling","Conference Paper","Metadata only","Global Advances in Selenium Research from Theory to Application. Proceedings of the 4th International Conference on Selenium in the Environment and Human Health, 2015",,"2017-06-11T22:38:26Z",,"pub:170487",,"yes","4th International Conference on Selenium in the Environment and Human Health 2015","October 18-21, 2015","São Paulo, Brazil",,,,,,,"imp593653e176c1c46267","010623619","84949870555",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933",,"10","9","Boca Raton, FL","published",,,,,,,,,,,"2017-07-14T12:35:19Z","2023-02-06T15:29:10Z","true",,"ECIT",,,
"234026","20.500.11850/8","Jones, Gerrad D.||Winkel, Lenny H.E.","Lin, Zhi-Qing||Bañuelos, Gary S.||Ferreira de Moraes, Milton||Guimarães Guilherme, Luiz R.||Rodrigues dos Reis, André",,"2018-05-07T12:42:48Z","2017-06-11T22:38:22Z||2018-05-07T12:42:48Z","2016",,,,,"978-1-138-02731-2||978-1-315-68756-8",,,,"http://hdl.handle.net/20.500.11850/109398","en","CRC Press/Balkema",,,,,"Global predictions of selenium distributions in soils","Conference Paper","Metadata only","Global Advances in Selenium Research from Theory to Application. Proceedings of the 4th International Conference on Selenium in the Environment and Human Health, 2015",,"2017-06-11T22:38:26Z",,"pub:170485",,"yes","4th International Conference on Selenium in the Environment and Human Health 2015","October 18-21, 2015","São Paulo, Brazil",,,,,,,"imp593653e16efe712464","010623619","84983098665",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933",,"14","13","Boca Raton, FL","published",,,,,,,,,,,"2017-07-17T09:31:31Z","2023-02-06T15:29:12Z","true",,"ECIT",,,
"234025","20.500.11850/8","Winkel, Lenny H.E.","Lin, Zhi-Qing||Bañuelos, Gary S.||Ferreira de Moraes, Milton||Guimarães Guilherme, Luiz R.||Rodrigues dos Reis, André",,"2018-05-07T12:39:23Z","2017-06-11T22:40:03Z||2018-05-07T12:39:23Z","2016",,,,,"978-1-138-02731-2||978-1-315-68756-8",,,"10.1201/b19240-3","http://hdl.handle.net/20.500.11850/109402","en","CRC Press/Balkema",,,,,"The global biogeochemical cycle of selenium: Sources, fluxes and the influence of climate","Conference Paper","Metadata only","Global Advances in Selenium Research from Theory to Application. Proceedings of the 4th International Conference on Selenium in the Environment and Human Health, 2015",,"2017-06-11T22:41:01Z",,"pub:170489",,"yes","4th International Conference on Selenium in the Environment and Human Health 2015","October 18-21, 2015","São Paulo, Brazil",,,,,,,"imp593653e17e1ab87535",,"84949843845",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933",,"4","3","Boca Raton, FL","published",,,,,,,,,,,"2017-07-12T15:21:23Z","2023-02-06T15:29:11Z","true",,"ECIT",,,
"110544","20.500.11850/3","Tamez-Hidalgo, Paulina||Christensen, Bent T.||Lever, Mark A.||Elsgaard, Lars||Lomstein, Bente A.",,,"2017-06-11T23:11:35Z","2017-06-11T23:11:35Z","2016",,,,,,"0178-2762||1432-0789",,"10.1007/s00374-015-1057-5","http://hdl.handle.net/20.500.11850/110577","en","Springer Verlag",,,,"Amino sugars||Dipicolinic acid (DPA)||Endospores||Fertilization||Prokaryotes||Soil type||Straw disposal","Endospores, prokaryotes, and microbial indicators in arable soils from three long-term experiments","Journal Article","Metadata only",,,"2017-06-11T23:11:43Z",,"pub:171815",,"yes",,,,,,,,,,"imp593653f6b494b10393","000031855","84952981403",,"000368184500009","Biol. fertil. soils","1","Biology and Fertility of Soils","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)","09496","09496",,"112","101","Berlin","published",,,,,,,,,,,"2017-07-14T17:15:29Z","2023-02-06T13:12:54Z","true",,"ECIT",,,
"111046","20.500.11850/3","Vriens, Bas||Behra, Renata||Voegelin, Andreas||Zupanic, Anze||Winkel, Lenny H.E.",,,"2017-06-11T23:27:04Z","2017-06-11T23:27:04Z","2016",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b04169","http://hdl.handle.net/20.500.11850/111079","en","American Chemical Society",,,,,"Selenium Uptake and Methylation by the Microalga Chlamydomonas reinhardtii","Journal Article","Metadata only",,,"2017-06-11T23:27:59Z",,"pub:172417",,"yes",,,,,,,,,,"imp593653ff5eab347007","000033453","84955466756",,"000368563400022","Environ. Sci. Technol.","2","Environmental Science & Technology","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933","Published online 21 December 2015.","720","711","Washington, DC","published",,,,,,,,,,,"2017-07-14T15:17:34Z","2023-02-06T13:13:38Z","true",,"ECIT",,,
"113158","20.500.11850/3","Armanious, Antonius||Aeppli, Meret||Jacak, Ronald||Refardt, Dominik||Sigstam, Therese||Kohn, Tamar||Sander, Michael",,,"2017-06-12T01:10:07Z","2017-06-12T01:10:07Z","2016-01",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b04644","http://hdl.handle.net/20.500.11850/113191","en","American Chemical Society",,,,,"Viruses at Solid-Water Interfaces: A Systematic Assessment of Interactions Driving Adsorption","Journal Article","Metadata only",,,"2017-06-12T01:13:57Z",,"pub:174858",,"yes",,,,,,,,,,"imp59365422a224051382","000033453","84955517064",,"000368563400024","Environ. Sci. Technol.","2","Environmental Science & Technology","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"743","732","Washington, D.C.","published",,,,,,,,,,,"2017-07-14T18:16:53Z","2023-02-06T13:16:43Z","true",,"ECIT",,,
"112854","20.500.11850/3","Talley, L.D.||Feely, R.A.||Sloyan, B.M.||Wanninkhof, R.||Baringer, M.O.||Bullister, J.L.||Carlson, C.A.||Doney, S.C.||Fine, R.A.||Firing, E.||Gruber, N.||Hansell, D.A.||Ishii, M.||Johnson, G.C.||Katsumata, K.||Key, R.M.||Kramp, M.||Langdon, C.||MacDonald, A.M.||Mathis, J.T.||McDonagh, E.L.||Mecking, S.||Millero, F.J.||Mordy, C.W.||Nakano, T.||Sabine, C.L.||Smethie, W.M.||Swift, J.H.||Tanhua, T.||Thurnherr, A.M.||Warner, M.J.||Zhang, J.-Z.",,,"2017-06-12T00:44:19Z","2017-06-12T00:44:19Z","2016",,,,,,"1941-0611||1941-1405",,"10.1146/annurev-marine-052915-100829","http://hdl.handle.net/20.500.11850/112887","en","Annual Reviews",,,,"Anthropogenic climate change||Ocean carbon cycle||Ocean chlorofluorocarbons||Ocean circulation change||Ocean mixing||Ocean oxygen and nutrients||Ocean temperature change||Salinity change","Changes in Ocean Heat, Carbon Content, and Ventilation: A Review of the First Decade of GO-SHIP Global Repeat Hydrography","Journal Article","Metadata only",,,"2017-06-12T00:48:07Z",,"pub:174500",,"yes",,,,,,,,,,"imp5936541c4e0c752455","005870185","84954305459",,"000368369200009",,,"Annual Review of Marine Science","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Published online 20 October 2015.","215","185","Palo Alto, CA","published",,,,,,,,,,,"2017-07-12T13:58:46Z","2023-02-06T13:16:06Z","true",,"ECIT",,,
"120032","20.500.11850/3","Kronberg, Rose-Marie||Jiskra, Martin||Wiederhold, Jan G.||Björn, Erik||Skyllberg, Ulf",,,"2017-06-12T11:54:44Z","2017-06-12T11:54:44Z","2016",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b00762","http://hdl.handle.net/20.500.11850/120065","en","American Chemical Society",,,,,"Methyl mercury formation in hillslope soils of boreal forests: The role of forest harvest and anaerobic microbes","Journal Article","Metadata only",,,"2017-06-12T11:55:59Z",,"pub:182115",,"yes",,,,,,,,,,"imp593654ad7bc3e83661","000033453","84985961641",,"000382805800030","Environ. Sci. Technol.","17","Environmental Science & Technology","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02725 - Institut für Geochemie und Petrologie / Institute of Geochemistry and Petrology::03956 - Vance, Derek / Vance, Derek||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02725 - Institut für Geochemie und Petrologie / Institute of Geochemistry and Petrology::03956 - Vance, Derek / Vance, Derek||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03956||03541","03956||03541",,"9186","9177","Washington, DC","published",,,,,,,,,,,"2017-07-19T11:36:26Z","2023-02-06T13:29:32Z","true",,"ECIT",,,
"120049","20.500.11850/3","Ehlert, Katrin||Mikutta, Christian||Kretzschmar, Ruben",,,"2017-06-12T11:58:45Z","2017-06-12T11:58:45Z","2016",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b01767","http://hdl.handle.net/20.500.11850/120082","en","American Chemical Society",,,,,"Effects of manganese oxide on arsenic reduction and leaching from contaminated floodplain soil","Journal Article","Metadata only",,,"2017-06-12T12:07:02Z",,"pub:182132",,"yes",,,,,,,,,,"imp593654adbd57292781","000033453","84985914680",,"000382805800038","Environ. Sci. Technol.","17","Environmental Science & Technology","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541",,"9261","9251","Washington, DC","published",,,,,,,,,,,"2017-07-20T15:21:12Z","2023-02-06T13:29:35Z","true",,"ECIT",,,
