id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"165858","20.500.11850/9","Haumann, Alexander||Gruber, Nicolas||Münnich, Matthias||Frenger, Ivy||Eberenz, Samuel",,,"2017-06-28T08:30:33Z","2017-06-12T00:07:30Z||2017-06-28T08:30:33Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/112382","en","Leopoldina",,,,"Influence of sea-ice freshwater fluxes on Southern Ocean salinity, stratification & overturning","Conference Poster","Metadata only",,,"2017-06-12T00:10:41Z",,"pub:173919",,"yes","Deglacial changes in ocean dynamics and atmospheric CO2 (Leopoldina Symposium)","March 18-21, 2015","Halle, Germany",,,,,,,"imp593654138674684413",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"Halle","unpublished",,,,,,,,,"2017-06-28T08:30:42Z","2022-03-28T17:06:01Z","true",,"ECIT",,
"154851","20.500.11850/16","Smith, Robin Sue",,"Bourdon, Bernard||Kretzschmar, Ruben","2017-06-14T00:53:18Z","2017-06-14T00:53:18Z","2015","2015",,"application/pdf","10.3929/ethz-a-010353027",,,,,"http://hdl.handle.net/20.500.11850/154884","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","UMWELTSCHÄDEN DURCH BERGBAU (BERGBAU)||QUECKSILBER-ISOTOPE||QUECKSILBER (UMWELTSCHADSTOFFE)||QUECKSILBER (METALLURGIE)||TRACERTECHNIK (ANWENDUNGEN VON ISOTOPEN)||ISOTOPENFRAKTIONIERUNG (PHYSIK VON MOLEKULARSYSTEMEN)||KALIFORNISCHE KÜSTENGEBIRGE, CALIFORNIA COAST RANGES (NORDAMERIKANISCHE GEBIRGE)||DIABLO RANGE (NORDAMERIKANISCHE GEBIRGE)||ENVIRONMENTAL DAMAGE BY MINING OPERATIONS (MINING)||MERCURY ISOTOPES||MERCURY (ENVIRONMENTAL POLLUTANTS)||MERCURY (METALLURGY)||TRACERS TECHNIQUE (APPLICATIONS OF ISOTOPES)||ISOTOPE FRACTIONATION (PHYSICS OF MOLECULAR SYSTEMS)||CALIFORNIA COAST RANGES (NORTH AMERICAN MOUNTAINS)||DIABLO RANGE (NORTH AMERICAN MOUNTAINS)","Mercury Stable Isotope Fractionation in Mining Environments and its Implications for Using HG Isotopes as Source Tracer","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-14T00:59:28Z",,,"eth:47247","yes",,,,,,,,,"22415","imp59366b6ce05dc51437","010353027",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","02350||03541","03541","Diss., Eidgenössische Technische Hochschule ETH Zürich, Nr. 22415.",,,"Zürich","published",,,,,,,,,"2017-07-15T01:31:20Z","2022-03-28T16:21:47Z","true","1 Band","ECOL",,
"98315","20.500.11850/3","Frölicher, Thomas L.||Sarmiento, Jorge L.||Paynter, David J.||Dunne, John P.||Krasting, John P.||Winton, Michael",,,"2017-06-11T16:17:02Z","2017-06-11T16:17:02Z","2015-01",,,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-14-00117.1","http://hdl.handle.net/20.500.11850/98348","en","American Meteorological Society",,,,"Dominance of the Southern Ocean in anthropogenic carbon and heat uptake in CMIP5 models","Journal Article","Metadata only",,,"2017-06-11T16:17:48Z",,"pub:153809",,"yes",,,,,,,,,,"imp593652f3187a858778","000490902","84921632615",,"000348220100027","J. climate","2","Journal of Climate","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Manuscript received 7 February 2014, In final form 30 September 2014.","886","862","Boston, MA","published",,,,,,,,,"2017-07-15T21:12:05Z","2022-03-28T13:42:47Z","true",,"ECIT",,
"180067","20.500.11850/16","Le Meur, Sylvaine G.A.",,"Ackermann, Martin||Egli, Thomas","2017-09-27T11:59:22Z","2017-06-11T19:17:45Z||2017-09-27T11:59:22Z","2015","2015",,"application/pdf","10.3929/ethz-a-010515010",,,,,"http://hdl.handle.net/20.500.11850/104145","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","POLYHYDROXYFETTSÄUREN (BIOCHEMIE)||BIOLOGISCHE REAKTOREN (BIOTECHNOLOGIE)||KOHLENSTOFFMETABOLISMUS (MIKROORGANISMEN)||BASIC COSTS + PRODUCTION COSTS (COST ACCOUNTING)||MICROBIOTECHNOLOGY||BIOLOGICAL REACTORS (BIOTECHNOLOGY)||RENEWABLE RESOURCES||CARBON METABOLISM (MICROORGANISMS)||TRANSGENIC MICROORGANISMS + GENETICALLY ENGINEERED MICROORGANISMS||POLYHYDROXY FATTY ACIDS (BIOCHEMISTRY)||PRODUKTIONSKOSTEN + HERSTELLUNGSKOSTEN + SELBSTKOSTEN (RECHNUNGSWESEN)||ERNEUERBARE RESSOURCEN||TRANSGENE MIKROORGANISMEN + GENETISCH MANIPULIERTE MIKROORGANISMEN||FERMENTATIONSPROZESSE (MIKROBIOTECHNOLOGIE)||FERMENTATION PROCESSES (MICROBIOTECHNOLOGY)||MIKROBIOTECHNOLOGIE","Biosynthesis of polyhydroxyalkanoates (PHAs) from low-cost growth carbon substrates in recombinant bacterial strains","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-11T19:17:59Z",,"pub:162840","eth:48077","yes",,,,,,,,,"22715","imp59366b7d09b0b73318||imp593653776b1c989392","010515010",,,,,,,,"ETH Zürich::00002 - ETH Zürich, direkt::00012 - Lehre und Forschung, direkt::00007 - Departemente, direkt::02350 - Departement Umweltsystemwissenschaften / Department of Environmental Systems Science::02721 - Institut für Biogeochemie und Schadstoffdynamik (IBP) / Institute of Biogeochemistry and Pollutant Dynamics (IBP)::08720 - Egli, Thomas (Tit.-Prof.)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","08720||03743||02350","03743",,,,"Zürich","published",,,,,,,,,"2017-07-14T21:26:03Z","2022-03-28T17:36:51Z","true","1 Band","ECOL||ECIT",,
"100127","20.500.11850/3","Morrison, Adele K.||Froelicher, Thomas L.||Sarmiento, Jorge L.",,,"2017-06-11T17:02:25Z","2017-06-11T17:02:25Z","2015",,,,,,"0031-9228||1945-0699",,"10.1063/PT.3.2654","http://hdl.handle.net/20.500.11850/100160","en","American Institute of Physics",,,,"Upwelling in the SOUTHERN OCEAN","Journal Article","Metadata only",,,"2017-06-11T17:02:46Z",,"pub:157084",,"yes",,,,,,,,,,"imp5936531bc610555237","000052386",,,"000351489800013","Phys. today","1","Physics Today","68","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"32","27","New York","published",,,,,,,,,"2017-07-25T10:50:39Z","2022-03-28T13:48:54Z","true",,"ECIT",,
"411950","20.500.11850/16","Korkaric, Muris",,"Eggen, Rik I.L.||Behra, Renata||Ackermann, Martin||Arand, Michael||Schmitt-Jansen, Mechthild","2021-07-23T13:33:18Z","2017-06-14T02:14:41Z||2017-08-23T09:28:19Z||2018-07-10T07:34:21Z||2021-07-23T13:33:18Z","2015","2015-07-08",,"application/pdf","10.3929/ethz-a-010475374",,,,,"http://hdl.handle.net/20.500.11850/155153","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","CHLAMYDOMONAS (BOTANIK)||PHOTOSYNTHESE + PHOTOAUTOTROPHIE (PFLANZENPHYSIOLOGIE)||ÄUSSERE FAKTOREN UND STRESS (BOTANIK)||AQUATISCHE TOXIKOLOGIE||WIRKUNG VON NICHT-SICHTBARER STRAHLUNG AUF PFLANZEN (PFLANZENPHYSIOLOGIE)||AKKLIMATISIERUNG (PFLANZENÖKOLOGIE)||CHLAMYDOMONAS (BOTANY)||PHOTOSYNTHESIS + PHOTOAUTOTROPHY (PLANT PHYSIOLOGY)||EXTERNAL FACTORS AND STRESS (BOTANY)||AQUATIC TOXICOLOGY||EFFECTS OF NON-VISIBLE RADIATION ON PLANTS (PLANT PHYSIOLOGY)||ACCLIMATIZATION (PLANT ECOLOGY)","Impact of acclimation and exposure to ultraviolet radiation on the toxicity of pollutants to Chlamydomonas reinhardtii","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::580 - Botanical sciences||DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering","2017-06-14T02:21:50Z","2018-07-08",,"eth:47863","yes",,,,,,,,,"22405","imp59366b7967d2270119","010475374",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743",,,,"Zurich","published",,,,,,,,,"2017-07-25T13:02:42Z","2022-03-29T10:38:06Z","true","138 p.","ECOL",,
"259473","20.500.11850/16","Vriens, Bastianus P.J.M.",,"Winkel, Lenny H.E.||Berg, Michael||Behra, Renata||Middelburg, Jack J.","2018-10-22T10:42:12Z","2017-06-14T02:53:55Z||2017-08-24T06:30:26Z||2018-10-22T10:42:12Z","2015","2015-10-22",,"application/pdf","10.3929/ethz-a-010538768",,,,,"http://hdl.handle.net/20.500.11850/155269","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","BIOGEOCHEMIE||SELEN (CHEMISCHE ELEMENTE)||MIGRATION VON CHEMISCHEN ELEMENTEN (GEOCHEMIE)||SELEN UND SELENHALTIGE VERBINDUNGEN (BIOCHEMIE)||SELENORGANISCHE VERBINDUNGEN||METHYLIERUNG + DEMETHYLIERUNG (BIOCHEMIE)||PLANKTON (HYDROBIOLOGIE)||SÜDSCHWEIZ + ITALIENISCHE SCHWEIZ||BIOGEOCHEMISTRY||SELENIUM (CHEMICAL ELEMENTS)||MIGRATION OF CHEMICAL ELEMENTS (GEOCHEMISTRY)||SELENIUM AND SELENIUM CONTAINING COMPOUNDS (BIOCHEMISTRY)||SELENIUM-ORGANIC COMPOUNDS||METHYLATION + DEMETHYLATION (BIOCHEMISTRY)||PLANKTON (HYDROBIOLOGY)||SOUTH SWITZERLAND + ITALIAN-SPEAKING REGION OF SWITZERLAND","The role of methylation in the biogeochemical selenium cycle","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::570 - Life sciences","2017-06-14T03:03:00Z","2018-10-22",,"eth:48179","yes",,,,,,,,,"22919","imp59366b7f03eff28570","010538768",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny",,"02350||03933",,,,,"Zurich","published",,,,,,,,,"2017-07-16T03:29:23Z","2018-10-22T10:42:35Z","true","355 p.","ECOL",,
"290191","20.500.11850/3","Merbold, Lutz||Wohlfahrt, Georg||Butterbach-Bahl, Klaus||Pilegaard, Kim||DelSontro, Tonya||Stoy, Paul C.||Zona, Donatella",,,"2019-04-12T15:01:30Z","2017-06-11T16:08:19Z||2019-04-12T15:01:30Z","2015",,,"application/pdf","10.3929/ethz-b-000098099",,"1726-4170||1726-4170",,"10.5194/bg-12-453-2015","http://hdl.handle.net/20.500.11850/98099","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Towards a full greenhouse gas balance of the biosphere","Journal Article","Open access",,,"2017-06-11T16:08:51Z",,"pub:153399",,"yes",,,,,,,,,,"imp593652ed5900274404","006289717","84921915921",,"000348982200012",,"2","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03648||03328","03648||03328","Preface","456","453","Göttingen","published",,,,,,,,,"2017-07-13T06:37:15Z","2023-02-06T17:02:01Z","true",,"ECIT","Preface","publishedVersion"
"293489","20.500.11850/3","Jahn, A.||Lindsay, Keith||Giraud, Xavier||Gruber, Nicolas||Otto-Bliesner, Bette L.||Liu, Zhengyu||Brady, Esther C.",,,"2019-05-16T09:44:41Z","2017-06-11T19:25:23Z||2019-05-16T09:44:41Z","2015","2015-08-05","Carbon isotopes in the ocean are frequently used as paleoclimate proxies and as present-day geochemical ocean tracers. In order to allow a more direct comparison of climate model results with this large and currently underutilized data set, we added a carbon isotope module to the ocean model of the Community Earth System Model (CESM), containing the cycling of the stable isotope 13C and the radioactive isotope 14C. We implemented the 14C tracer in two ways: in the ""abiotic"" case, the 14C tracer is only subject to air–sea gas exchange, physical transport, and radioactive decay, while in the ""biotic"" version, the 14C additionally follows the 13C tracer through all biogeochemical and ecological processes. Thus, the abiotic 14C tracer can be run without the ecosystem module, requiring significantly fewer computational resources. The carbon isotope module calculates the carbon isotopic fractionation during gas exchange, photosynthesis, and calcium carbonate formation, while any subsequent biological process such as remineralization as well as any external inputs are assumed to occur without fractionation. Given the uncertainty associated with the biological fractionation during photosynthesis, we implemented and tested three parameterizations of different complexity. Compared to present-day observations, the model is able to simulate the oceanic 14C bomb uptake and the 13C Suess effect reasonably well compared to observations and other model studies. At the same time, the carbon isotopes reveal biases in the physical model, for example, too sluggish ventilation of the deep Pacific Ocean.","application/pdf","10.3929/ethz-b-000104367",,"1991-9603||1991-959X",,"10.5194/gmd-8-2419-2015","http://hdl.handle.net/20.500.11850/104367","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Carbon isotopes in the ocean model of the Community Earth System Model (CESM1)","Journal Article","Open access",,,"2017-06-11T19:26:23Z",,"pub:163344",,"yes",,,,,,,,,,"imp5936537c45f7927412","010180250",,,"000360652200003","Geosci. model dev.","8","Geoscientific Model Development","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"2434","2419","Göttingen","published",,"10.3929/ethz-b-000095582",,,,,,,"2017-07-17T09:02:35Z","2023-02-06T17:06:56Z","true",,"ECIT",,"publishedVersion"
"256792","20.500.11850/3","Rödenbeck, Christian||Bakker, Dorothee C.E.||Gruber, Nicolas||Iida, Yosuke||Jacobson, Andrew R.||Jones, Samantha D.||Landschützer, Peter||Metzl, Nicolas||Nakaoka, Shinichiro||Olsen, Are||Park, G.H.||Peylin, Philippe||Rodgers, Keith B.||Sasse, Tristan P.||Schuster, Ute||Shutler, Jamie D.||Valsala, Vinu K.||Wanninkhof, Rik H.||Zeng, J.",,,"2018-10-08T15:19:00Z","2017-06-11T21:58:32Z||2018-10-08T15:19:00Z","2015","2015-12-11","Using measurements of the surface-ocean CO2 partial pressure (pCO2) and 14 different pCO2 mapping methods recently collated by the Surface Ocean pCO2 Mapping intercomparison (SOCOM) initiative, variations in regional and global sea–air CO2 fluxes are investigated. Though the available mapping methods use widely different approaches, we find relatively consistent estimates of regional pCO2 seasonality, in line with previous estimates. In terms of interannual variability (IAV), all mapping methods estimate the largest variations to occur in the eastern equatorial Pacific. Despite considerable spread in the detailed variations, mapping methods that fit the data more closely also tend to agree more closely with each other in regional averages. Encouragingly, this includes mapping methods belonging to complementary types – taking variability either directly from the pCO2 data or indirectly from driver data via regression. From a weighted ensemble average, we find an IAV amplitude of the global sea–air CO2 flux of 0.31 PgC yr−1 (standard deviation over 1992–2009), which is larger than simulated by biogeochemical process models. From a decadal perspective, the global ocean CO2 uptake is estimated to have gradually increased since about 2000, with little decadal change prior to that. The weighted mean net global ocean CO2 sink estimated by the SOCOM ensemble is −1.75 PgC yr−1 (1992–2009), consistent within uncertainties with estimates from ocean-interior carbon data or atmospheric oxygen trends.","application/pdf","10.3929/ethz-b-000108508",,"1726-4170||1726-4170",,"10.5194/bg-12-7251-2015","http://hdl.handle.net/20.500.11850/108508","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Data-based estimates of the ocean carbon sink variability – first results of the Surface Ocean pCO2 Mapping intercomparison (SOCOM)","Journal Article","Open access",,,"2017-06-11T21:58:40Z",,"pub:169482",,"yes",,,,,,,,,,"imp593653d040e7d17003","006289717","84949655618",,"000372085100008",,"23","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"7278","7251","Göttingen","published",,"10.3929/ethz-b-000108129",,,,,,,"2017-07-12T16:39:25Z","2023-02-06T16:01:01Z","true",,"ECIT",,"publishedVersion"
"256453","20.500.11850/3","Martinez-Rey, J.||Bopp, Laurent||Gehlen, Marion||Tagliabue, Alessandro||Gruber, Nicolas",,,"2018-10-04T16:03:55Z","2017-06-11T18:42:03Z||2018-09-21T14:08:23Z||2018-10-04T16:03:55Z","2015","2015-07-13","he ocean is a substantial source of nitrous oxide (N2O) to the atmosphere, but little is known about how this flux might change in the future. Here, we investigate the potential evolution of marine N2O emissions in the 21st century in response to anthropogenic climate change using the global ocean biogeochemical model NEMO-PISCES. Assuming nitrification as the dominant N2O formation pathway, we implemented two different parameterizations of N2O production which differ primarily under low-oxygen (O2) conditions. When forced with output from a climate model simulation run under the business-as-usual high-CO2 concentration scenario (RCP8.5), our simulations suggest a decrease of 4 to 12 % in N2O emissions from 2005 to 2100, i.e., a reduction from 4.03/3.71 to 3.54/3.56 TgN yr−1 depending on the parameterization. The emissions decrease strongly in the western basins of the Pacific and Atlantic oceans, while they tend to increase above the oxygen minimum zones (OMZs), i.e., in the eastern tropical Pacific and in the northern Indian Ocean. The reduction in N2O emissions is caused on the one hand by weakened nitrification as a consequence of reduced primary and export production, and on the other hand by stronger vertical stratification, which reduces the transport of N2O from the ocean interior to the ocean surface. The higher emissions over the OMZ are linked to an expansion of these zones under global warming, which leads to increased N2O production, associated primarily with denitrification. While there are many uncertainties in the relative contribution and changes in the N2O production pathways, the increasing storage seems unequivocal and determines largely the decrease in N2O emissions in the future. From the perspective of a global climate system, the averaged feedback strength associated with the projected decrease in oceanic N2O emissions amounts to around −0.009 W m−2 K−1, which is comparable to the potential increase from terrestrial N2O sources. However, the assessment for a potential balance between the terrestrial and marine feedbacks calls for an improved representation of N2O production terms in fully coupled next-generation Earth system models.","application/pdf","10.3929/ethz-b-000103082",,"1726-4170||1726-4170",,"10.5194/bg-12-4133-2015","http://hdl.handle.net/20.500.11850/103082","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Projections of oceanic N2O emissions in the 21st century using the IPSL Earth system model","Journal Article","Open access",,,"2017-06-11T18:42:59Z",,"pub:161273",,"yes",,,,,,,,,,"imp5936535f5c82775860","006289717","84937041846",,"000357978900014",,"13","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"4148","4133","Göttingen","published",,"10.3929/ethz-b-000293692",,,,,,,"2017-07-12T17:22:56Z","2023-02-06T15:58:33Z","true",,"ECIT",,"publishedVersion"
