id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"250349","20.500.11850/21","Komendantova, Nadejda||Schweitzer, Desiree||Kroos, Daniel||Leroy, Cyril||Andreini, Eric||Baltasar, Brigitte||Boston, Terry||Botbaev, Kanat||Boyarkin, Denis||Cohen, Jed||Budovsky, D.||Eismann, Christine||Garcia-Aristizabal, Alexander||Hamm, Torolf||Keršnik, Matjaž||König, Martin||Kovalev, G.||Krupenev, Dmitry||Lehmann, Marc||Lemmens, Hubert||Moeltner, Klaus||Reichl, Johannes||Mumovic, Milka||Sansavini, Giovanni||Schmidthaler, Michael||Tomik, Lubomir||Steven, Alain||Zobel, Christopher||Wenzel, Friedemann",,,"2018-08-28T09:10:15Z","2017-11-06T13:09:16Z||2018-08-28T09:10:15Z","2016-05-25",,,,,,,,,"http://hdl.handle.net/20.500.11850/204825","ru","Organization for Security and Co-operation in Europe (OSCE)",,,,,"Защита электрических сетей  от природных рисков","Protecting Electricity Networks from Natural Hazards","Report","Metadata only",,,"2017-11-06T13:09:18Z",,,,"yes",,,,,,,,,,,,,"https://www.osce.org/secretariat/242651",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Vienna, Austria","published",,,,,,,,,"2018-08-28T09:10:24Z","2018-11-07T23:47:25Z","true","136 p.","FORM",,,
"219091","20.500.11850/18","Jullier, Joshu",,"Patt, Anthony||Späth, Leonhard","2018-02-14T06:38:22Z","2018-02-13T17:20:30Z||2018-02-14T06:38:22Z","2016-05-17","2018-02-13","Grid expansion is necessary to reach the European and Swiss renewable energy and emission reduction targets, but project delays are a big problem. One major reason for the delays is the lack of acceptance for power line projects. We ask therefore the following overarching research question in the context of Switzerland: What factors influence the acceptance of affected stakeholders? Among these factors, the question about the disclosure of the need for grid expansion is highly relevant. To measure the effect of the disclosure of need for grid expansion more in detail, we used quantitative (surveys with experimental and case setting) and qualitative approaches (semi structured interviews). Data from semi structured interviews have been coded to evaluate the importance of the disclosure of need on the acceptance and other acceptance influencing factors. Our results suggest that the disclosure of need for grid expansion significantly increases the understanding and the acceptance for the grid plan and for a particular line project. Besides the disclosure of need for grid expansion, the main issues related to stakeholder opposition to power lines are landscape disruption, health risks and property value losses. Furthermore, indirect acceptance influencing factors like “direct benefit for the region or the stakeholder” and procedural factors like “perceived participation possibility” could be identified in a Swiss context. We conclude that the Swiss Transmission System Operator Swissgrid, national and cantonal authorities have to take into account these factors for the communication and planning process of the grid plan and the line projects to avoid public opposition and project delays.","application/pdf","10.3929/ethz-b-000240496",,,,,"http://hdl.handle.net/20.500.11850/240496","en","ETH Zurich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Public acceptance||Power lines||Transmission line planning||Grid expansion and modification","More acceptance for power lines in Switzerland",,"Master Thesis","Open access",,,"2018-02-13T17:20:32Z",,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions",,"02723",,,,,"Zurich","published",,,,,,,,,"2018-02-14T06:38:29Z","2021-02-14T22:19:59Z","true","68 p.","FORM","ETH-Nr. 10-919-470","An evaluation of the acceptance increasing factors for transmission lines in Switzerland",
"167955","20.500.11850/21","Dupuis, Johann||Knoepfel, Peter||Schweizer, Rémi||Marchesini, Mario||du Pontavice, Marie||Walter, Lionel",,,"2017-07-11T11:52:31Z","2017-06-12T17:22:32Z||2017-07-11T11:52:31Z","2016-04-20",,,,,,,,,"http://hdl.handle.net/20.500.11850/124247","de||fr","IDHEAP, Université de Lausanne",,,,,"La politique suisse de réduction des émissions de gaz à effet de serre: une analyse de la mise en oeuvre",,"Report","Metadata only",,,"2017-06-12T17:23:24Z",,"pub:186704",,"no",,,,,,,,,,"imp593654fa0c90137518",,,"https://news.unil.ch/display/1460973778153139",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Rapport sur mandat de l'Office fédéral de l'environnement (OFEV).",,,"Lausanne","published",,,,,,,,,"2017-07-11T11:52:36Z","2018-11-05T14:21:56Z","true","391 p.","ECIT",,,
"306011","20.500.11850/3","le Polain de Waroux, Yann||Garrett, Rachael D.||Heilmayr, Robert||Lambin, Eric F.",,,"2019-08-21T14:13:09Z","2019-08-21T14:05:32Z||2019-08-21T14:13:09Z","2016-04-12","2016-03-28",,,,,"0027-8424||1091-6490",,"10.1073/pnas.1602646113","http://hdl.handle.net/20.500.11850/359727","en","National Academy of Sciences",,,,"pollution haven||leakage||land-use change||soy||cattle","Land-use policies and corporate investments in agriculture in the Gran Chaco and Chiquitano",,"Journal Article","Metadata only",,,"2019-08-21T14:05:40Z",,,,"no",,,,,,,,,,,,,,,"Proc Natl Acad Sci U S A","15","Proceedings of the National Academy of Sciences of the United States of America","113","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,"4026","4021","Washington, DC","published",,,,,,,,,"2019-08-21T14:13:18Z","2023-02-06T17:32:26Z","true",,"FORM",,,
"125161","20.500.11850/3","Komendantova, Nadejda",,,"2017-06-12T17:59:21Z","2017-06-12T17:59:21Z","2016-04",,,,,,"2424-8177||2424-8169",,,"http://hdl.handle.net/20.500.11850/125194","en","Energy Studies Institute",,,,,"Reducing risks for foreign direct investment into solar projects in the North African region",,"Journal Article","Metadata only",,,"2017-06-12T17:59:30Z",,"pub:187775",,"no",,,,,,,,,,"imp5936550bd475f14479",,,,,,"1","ESI Bulletin on Energy Trends and Development","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"12","9","National Unversity of Singapore","published",,,,,,,,,"2017-07-12T11:40:59Z","2018-11-03T01:16:04Z","true",,"ECIT",,,
"105615","20.500.11850/3","Scolobig, Anna",,,"2017-06-11T20:14:46Z","2017-06-11T20:14:46Z","2016-04",,,,,,"0921-030X||1573-0840",,"10.1007/s11069-015-1787-6","http://hdl.handle.net/20.500.11850/105648","en","Springer",,,,,"Stakeholder perspectives on barriers to landslide risk governance",,"Journal Article","Metadata only",,,"2017-06-11T20:15:48Z",,"pub:165420",,"yes",,,,,,,,,,"imp59365396ee91240132","000476611",,,"000376431000003","Nat. hazards","Supplement 1","Natural Hazards","81","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Published online 13 May 2015.","43","27","Berlin","published",,,,,,,,,"2017-07-31T12:28:29Z","2021-02-14T13:25:35Z","true",,"ECIT",,,
"105616","20.500.11850/3","Scolobig, Anna||Pelling, Mark",,,"2017-06-11T20:14:47Z","2017-06-11T20:14:47Z","2016-04",,,,,,"0921-030X||1573-0840",,"10.1007/s11069-015-1702-1","http://hdl.handle.net/20.500.11850/105649","en","Springer",,,,"Science–policy co-production||Landslides||Boundary organizations||Public involvement||Disaster management","The co-production of risk from a natural hazards perspective: science and policy interaction for landslide risk management in Italy",,"Journal Article","Metadata only",,,"2017-06-11T20:15:48Z",,"pub:165421",,"yes",,,,,,,,,,"imp59365396f3f5180932","000476611",,,"000376431000002","Nat. hazards","Supplement 1","Natural Hazards","81","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Published online 1 April 2015.","25","7","Berlin","published",,,,,,,,,"2017-07-13T17:50:45Z","2021-02-14T13:25:37Z","true",,"ECIT",,,
"112836","20.500.11850/3","Trutnevyte, Evelina||Guivarch, Céline||Lempert, Robert||Strachan, Neil",,,"2017-06-12T00:43:01Z","2017-06-12T00:43:01Z","2016-04",,,,,,"0165-0009||1573-1480",,"10.1007/s10584-015-1585-x","http://hdl.handle.net/20.500.11850/112869","en","Springer",,,,,"Reinvigorating the scenario technique to expand uncertainty consideration",,"Journal Article","Metadata only",,,"2017-06-12T00:48:06Z",,"pub:174482",,"yes",,,,,,,,,,"imp5936541be7aa845761","000040037","84961159026",,"000375466700001",,"3","Climatic Change","135","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Published online 22 January 2016.","379","373","Dordrecht","published",,,,,,,,,"2017-07-12T22:01:29Z","2021-02-14T13:58:10Z","true",,"ECIT",,,
"117227","20.500.11850/3","Scolobig, Anna||Thompson, Michael||Linnerooth-Bayer, Joanne",,,"2017-06-12T07:17:36Z","2017-06-12T07:17:36Z","2016-04",,,,,,"0921-030X||1573-0840",,"10.1007/s11069-015-2078-y","http://hdl.handle.net/20.500.11850/117260","en","Springer",,,,"Participatory processes||Theory of plural rationality||Contested terrain||Consensus or compromise||Clumsy solution","Compromise not consensus: designing a participatory process for landslide risk mitigation",,"Journal Article","Metadata only",,,"2017-06-12T07:22:15Z",,"pub:179161",,"yes",,,,,,,,,,"imp593654755269685959","000476611",,,"000376431000004","Nat. hazards",,"Natural Hazards","81","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"S68","S45","Berlin","published",,,,,,,,,"2017-07-12T16:12:23Z","2022-03-28T14:57:57Z","true",,"ECIT",,,
"105614","20.500.11850/3","Linnerooth-Bayer, Joanne||Scolobig, Anna||Ferlisi, Settimio||Cascini, Leonardo||Thompson, Michael",,,"2017-06-11T20:14:46Z","2017-06-11T20:14:46Z","2016-04",,,,,,"0921-030X||1573-0840",,"10.1007/s11069-015-1805-8","http://hdl.handle.net/20.500.11850/105647","en","Springer",,,,"Science||Policy interface||Landslide risk||Usable knowledge||Plural rationality||Public participation||Knowledge co-production","Expert engagement in participatory processes: translating stakeholder discourses into policy options",,"Journal Article","Metadata only",,,"2017-06-11T20:15:48Z",,"pub:165419",,"yes",,,,,,,,,,"imp59365396e8e8572788","000476611","84960249006",,"000376431000005","Nat. hazards",,"Natural Hazards","81","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Published online 21 May 2015.","88","69","Berlin","published",,,,,,,,,"2017-07-13T14:16:17Z","2022-03-28T14:12:06Z","true",,"ECIT",,,
"113545","20.500.11850/3","Hanger, Susanne||Komendantova, Nadejda||Schinke, Boris||Zejli, Driss||Ihlal, Ahmed||Patt, Anthony",,,"2017-06-12T01:46:45Z","2017-06-12T01:46:45Z","2016-04",,,,,,"2214-6296",,"10.1016/j.erss.2016.01.010","http://hdl.handle.net/20.500.11850/113578","en","Elsevier",,,,"Climate change mitigation||Concentrated solar power||Community acceptance||Public acceptance||Middle East||North Africa","Community acceptance of large-scale solar energy installations in developing countries: Evidence from Morocco",,"Journal Article","Metadata only",,,"2017-06-12T01:51:36Z",,"pub:175275",,"yes",,,,,,,,,,"imp5936542a80a0479025","010152760","84957968087",,"000379434600008",,,"Energy Research & Social Science","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"89","80","Amsterdam","published",,,,,,,,,"2017-07-20T15:38:21Z","2023-02-06T13:17:39Z","true",,"ECIT",,,
"306421","20.500.11850/3","Garrett, Rachael||Carlson, Kimberly M.||Rueda, Ximena||Noojipady, Praveen",,,"2019-08-24T08:58:54Z","2019-08-21T14:02:18Z||2019-08-23T10:23:44Z||2019-08-24T08:58:54Z","2016-04","2016-04-14","Multi-stakeholder roundtables offering certification programs are promising voluntary governance mechanisms to address sustainability issues associated with international agricultural supply chains. Yet, little is known about whether roundtable certifications confer additionality, the benefits of certification beyond what would be expected from policies and practices currently in place. Here, we examine the potential additionality of the Round table on Responsible Soybeans (RTRS) and the Roundtable on Sustainable Palm Oil (RSPO) in mitigating conversion of native vegetation to cropland. We develop a metric of additionality based on business as usual land cover change dynamics and roundtable standard stringency relative to existing policies. We apply this metric to all countries with RTRS (n = 8) and RSPO (n = 12) certified production in 2013–2014, as well as countries that have no certified production but are among the top ten global producers in terms of soy (n = 2) and oil palm (n = 2). We find RSPO and RTRS both have substantially higher levels of stringency than existing national policies except in Brazil and Uruguay. In regions where these certification standards are adopted, the mean estimated rate of tree cover conversion to the target crop is similar for both standards. RTRS has higher mean relative stringency than the RSPO, yet RSPO countries have slightly higher enforcement levels. Therefore, mean potential additionality of RTRS and RSPO is similar across regions. Notably, countries with the highest levels of additionality have some adoption. However, with extremely low adoption rates (0.41% of 2014 global harvested area), RTRS likely has lower impact than RSPO (14%). Like most certification programs, neither roundtable is effectively targeting smallholder producers. To improve natural ecosystem protection, roundtables could target adoption to regions with low levels of environmental governance and high rates of forest-to-cropland conversion.","application/pdf","10.3929/ethz-b-000359725",,"1748-9326||1748-9318",,"10.1088/1748-9326/11/4/045003","http://hdl.handle.net/20.500.11850/359725","en","Institute of Physics",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","agricultural expansion||environmental governance||tropical deforestation||South America||Southeast Asia||oilseeds","Assessing the potential additionality of certification by the Round table on Responsible Soybeans and the Roundtable on Sustainable Palm Oil",,"Journal Article","Open access",,,"2019-08-21T14:02:26Z",,,,"no",,,,,,,,,,,,,,,"Environ. Res. Lett.","4","Environmental Research Letters","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,"045003","Britstol","published",,,,"10.3929/ethz-b-000359722",,,,,"2019-08-24T08:59:09Z","2023-02-06T17:33:04Z","true",,"FORM",,,"publishedVersion"
