id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isReferencedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"106079","20.500.11850/3","Fernández-Palacios, José M.||Kueffer, Christoph||Drake, Donald R.",,,"2017-06-11T20:27:46Z","2017-06-11T20:27:46Z","2015",,,,,,"1948-6596",,,"http://hdl.handle.net/20.500.11850/106112","en","eScholarship, University of California",,,"Archipelago||Biology||Ecology||Endemic||Evolution||Geology||Methods||Phylogeny||Species||Taxonomy","A new golden era in island biogeography","Journal Article","Metadata only",,,"2017-06-11T20:28:05Z",,"pub:166065",,"yes",,,,,,,,,,"imp593653a060ae211624","010180734",,,,,,"1","Frontiers of Biogeography","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"20","14","Westlake Village, CA","published",,,"2017-07-15T00:13:38Z","2018-11-02T20:22:43Z","true",,"ECIT",,,
"111155","20.500.11850/10","Städler, Thomas",,,"2017-06-11T23:29:25Z","2017-06-11T23:29:25Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111188","en","VISCEA",,,,"Inference of natural selection from genome-wide sequence data in wild tomatoes","Other Conference Item","Metadata only",,,"2017-06-11T23:30:17Z",,"pub:172539",,"yes","VISCEA Conference - Molecular Ecology and Evolution 2015","June 22-23, 2015","Vienna, Austria",,,,,,,"imp593654013804522348",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture on 22 June 2015.",,,"Vienna","published",,,"2017-07-13T10:41:53Z","2018-11-02T21:48:01Z","true",,"ECIT",,,
"104671","20.500.11850/14","Regoes, Roland R.||Magnus, Carsten",,,"2017-06-11T19:36:44Z","2017-06-11T19:36:44Z","2015",,,,,,,,"10.1016/bs.pmbts.2014.10.013","http://hdl.handle.net/20.500.11850/104704","en","Elsevier Academic Press",,,"Mathematical modeling||Stochasticity||Establishment of infection||Human Immunodeficiency Virus||Simian Immunodeficiency Virus||Antibody neutralization||Vaccination||Microbicide","The Role of Chance in Primate Lentiviral Infectivity: From Protomer to Host Organism","Book Chapter","Metadata only","The Molecular Basis of Viral Infection",,"2017-06-11T19:37:17Z",,"pub:163844",,"yes",,,,,,,,,,"imp5936538344f9451364","005743319",,"84920811698",,,,,"Progress in Molecular Biology and Translational Science","129","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja","03584||09490","03584||09490",,"351","327","Amsterdam","published",,,"2017-07-13T09:12:27Z","2018-11-02T20:03:06Z","true",,"ECIT",,,
"111150","20.500.11850/10","Florez-Rueda, Ana M.",,,"2017-06-11T23:29:23Z","2017-06-11T23:29:23Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111183","en","EMBO",,,,"Postzygotic barriers to interbreeding in wild tomatoes: Genomic imprinting and transcriptional signatures of hybrid seed failure","Other Conference Item","Metadata only",,,"2017-06-11T23:30:17Z",,"pub:172534",,"yes","EMBO Workshop on Mechanisms of Plant Speciation 2015","June 9-13, 2015","Åkersberga/Stockholm, Sweden",,,,,,,"imp5936540129bd713970",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture on 11 June 2015.",,,"Stockholm","unpublished",,,"2017-07-19T11:39:07Z","2018-11-02T21:47:54Z","true",,"ECIT",,,
"111156","20.500.11850/10","Städler, Thomas",,,"2017-06-11T23:29:26Z","2017-06-11T23:29:26Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111189","en","12th Solanaceae Conference",,,,"Using molecular diversity in wild tomatoes for inferences on evolution and speciation","Other Conference Item","Metadata only",,,"2017-06-11T23:30:17Z",,"pub:172540",,"yes","12th Solanaceae Conference (SOL 2015)","October 25-29, 2015","Bordeaux, France",,,,,,,"imp5936540139c3823948",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Lecture on 26 October 2015.",,,"Bordeaux","unpublished",,,"2017-07-19T11:41:40Z","2018-11-02T21:48:02Z","true",,"ECIT",,,
"106082","20.500.11850/3","Kueffer, Christoph",,,"2017-06-11T20:27:47Z","2017-06-11T20:27:47Z","2015",,,,,,"0945-5604",,,"http://hdl.handle.net/20.500.11850/106115","en","Deutscher Hochschulverband",,,,"""Slow Science"": Denkfreiräume statt Beschleunigung","Journal Article","Metadata only",,,"2017-06-11T20:28:05Z",,"pub:166072",,"yes",,,,,,,,,,"imp593653a07af6523521","001500672",,,,,,"7","Forschung und Lehre","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"534","532","Bonn","published",,,"2017-07-20T17:50:17Z","2018-11-02T20:22:46Z","true",,"ECIT",,,
"111153","20.500.11850/10","Roth, Morgane",,,"2017-06-11T23:29:25Z","2017-06-11T23:29:25Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111186","en","INRA",,,,"Understanding hybrid seed failure in wild tomatoes: Phenotypic and transcriptomic signatures","Other Conference Item","Metadata only",,,"2017-06-11T23:30:17Z",,"pub:172537",,"yes","12th Solanaceae Conference, SOL 2015","October 25-29, 2015","Bordeaux, France",,,,,,,"imp593654013168c11333",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture on 26 October 2015.",,,"Bordeaux","unpublished",,,"2017-07-26T19:05:25Z","2018-11-02T21:47:58Z","true",,"ECIT",,,
"111166","20.500.11850/10","Städler, Thomas||Florez-Rueda, Ana M.||Paris, Margot||Schmidt, Anja||Widmer, Alex||Grossniklaus, Ueli",,,"2017-06-11T23:29:30Z","2017-06-11T23:29:30Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111199","en","SMBE 2015",,,,"Genomic imprinting and and its systematic perturbation in abortive interspecific tomato seeds","Other Conference Item","Metadata only","SMBE, Vienna 2015 : Abstract Book",,"2017-06-11T23:30:17Z",,"pub:172551",,"yes","The Annual Meeting of the Society for Molecular Biology and Evolution (SMBE 2015)","July 12-16, 2015","Vienna, Austria",,,,,,,"imp593654016440794749",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"195","195","Vienna","published",,,"2017-07-19T08:08:16Z","2018-12-02T06:42:46Z","true",,"ECIT",,,
"241784","20.500.11850/16","Hassold, Sonja",,"Widmer, Alex||Bauert, Martin R.||Lowry II, Porter P.||Holdenrieder, Ottmar","2018-07-02T10:01:23Z","2017-06-11T20:29:56Z||2017-08-03T09:12:52Z||2017-08-09T14:34:27Z||2018-07-02T10:01:23Z","2015","2016",,"application/pdf","10.3929/ethz-a-010670602",,,,,"http://hdl.handle.net/20.500.11850/106147","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","PLANT SPECIES CONSERVATION (NATURE CONSERVATION)||PLASTID GENOME + PLASTID GENES + PLASTID DNA (GENETICS)||PFLANZENBESTIMMUNG (BOTANIK UND PALÄOBOTANIK)||DALBERGIA (BOTANY)||MADAGASCAR (AFRICAN ISLANDS). REPUBLIC OF MADAGASCAR||INTERNATIONALE HANDELSVERTRÄGE + INTERNATIONALE WIRTSCHAFTSVERTRÄGE (INTERNATIONALES RECHT)||GENANALYSE (GENETISCHE TECHNIKEN)||GENE ANALYSIS (GENETIC TECHNIQUES)||WOOD (FOREST PRODUCTS)||MADAGASKAR (AFRIKANISCHE INSELN). REPUBLIK MADAGASKAR||INTERNATIONAL TRADE TREATIES + INTERNATIONAL ECONOMIC TREATIES (INTERNATIONAL LAW)||PLASTIDENGENOM + PLASTIDENGENE + PLASTIDEN-DNA (GENETIK)||HOLZ (FORSTERZEUGNISSE)||DALBERGIA (BOTANIK)||ARTENSCHUTZ VON PFLANZEN (NATURSCHUTZ)||PLANT DETERMINATION (BOTANY AND PALAEOBOTANY)","Molecular identification of Malagasy Dalbergia species (rosewoods) for biodiversity conservation","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::580 - Botanical sciences","2017-06-11T20:30:53Z","2018-06-28","pub:166108","eth:49242","yes",,,,,,,,,"22999","imp593653a142a4371654||imp59366b93477eb30425","010670602",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","02350||03706","03706",,,,"Zurich","published",,,"2017-07-13T02:55:44Z","2020-02-15T13:48:11Z","true","161 p.","ECOL||ECIT",,,
"101122","20.500.11850/4","Gish, Moshe||De Moraes, Consuelo M.||Mescher, Mark C.",,,"2017-06-11T17:36:58Z","2017-06-11T17:36:58Z","2015",,,,,,,,"10.1016/j.cois.2015.04.001","http://hdl.handle.net/20.500.11850/101155","en","Elsevier",,,,"Herbivore-induced plant volatiles in natural and agricultural ecosystems: Open questions and future prospects","Review Article","Metadata only",,,"2017-06-11T17:37:18Z",,"pub:158809",,"yes",,,,,,,,,,"imp59365332de93e53493","010449599",,"84929085690",,"000369017200003",,,"Current Opinion in Insect Science","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909",,"6","1","Amsterdam","published",,,"2017-07-26T18:24:34Z","2021-02-14T12:57:45Z","true",,"ECIT",,,
"108679","20.500.11850/12","Hess, Hans E.||Landolt, Elias||Hirzel, Rosmarie||Baltisberger, Matthias",,,"2017-06-11T22:05:27Z","2017-06-11T22:05:27Z","2015",,,,,"978-3-0348-0895-8||978-3-0348-0896-5",,,"10.1007/978-3-0348-0896-5","http://hdl.handle.net/20.500.11850/108712","de","Springer Basel",,,,"Bestimmungsschlüssel zur Flora der Schweiz: und angrenzender Gebiete","Monograph","Metadata only",,,"2017-06-11T22:05:30Z",,"pub:169723",,"yes",,,,,,,,,,"imp593653d42725887970","010460287",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,,"Basel","published",,,"2017-07-18T15:17:31Z","2018-11-02T21:07:28Z","true",,"ECIT",,,"Siebte, aktualisierte, überarbeitete und erweiterte Auflage"
"316705","20.500.11850/3","Vijaykrishna, Dhanasekaran||Holmes, Edward C.||Joseph, Udayan||Fourment, Mathieu||Su, Yvonne C.F.||Halpin, Rebecca A.||Lee, Raphael T.C.||Deng, Yi-Mo||Gunalan, Vithiagaran||Lin, Xudong||Stockwell, Timothy B.||Fedorova, Nadia B.||Zhou, Bin||Spirason, Natalie||Kühnert, Denise||Boskova, Veronika||Stadler, Tanja||Costa, Anna-Maria||Dwyer, Dominic E.||Huang, Q. Sue||Jennings, Lance C.||Rawlinson, William||Sullivan, Sheena G.||Hurt, Aeron C.||Maurer-Stroh, Sebastian||Wentworth, David E.||Smith, Gavin J.D.||Barr, Ian G.",,,"2019-10-31T18:01:04Z","2017-06-11T16:13:57Z||2018-09-10T15:56:52Z||2019-10-31T18:01:04Z","2015-01",,"A complex interplay of viral, host, and ecological factors shapes the spatio-temporal incidence and evolution of human influenza viruses. Although considerable attention has been paid to influenza A viruses, a lack of equivalent data means that an integrated evolutionary and epidemiological framework has until now not been available for influenza B viruses, despite their significant disease burden. Through the analysis of over 900 full genomes from an epidemiological collection of more than 26,000 strains from Australia and New Zealand, we reveal fundamental differences in the phylodynamics of the two co-circulating lineages of influenza B virus (Victoria and Yamagata), showing that their individual dynamics are determined by a complex relationship between virus transmission, age of infection, and receptor binding preference. In sum, this work identifies new factors that are important determinants of influenza B evolution and epidemiology.","application/pdf","10.3929/ethz-b-000098273",,"2050-084X",,"10.7554/eLife.05055","http://hdl.handle.net/20.500.11850/98273","en","eLife Sciences Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The contrasting phylodynamics of human influenza B viruses","Journal Article","Open access",,,"2017-06-11T16:14:39Z",,"pub:153723",,"yes",,,,,,,,,,"imp593652f0ec8ef13882",,,"84922021071",,"000347918300001",,,"eLife","4","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","09490||03584","09490||03584",,,"e05055","Cambridge","published",,,"2017-07-14T22:45:06Z","2019-10-31T18:01:19Z","true","23 p.","ECIT",,"publishedVersion",
