id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"170457","20.500.11850/3","Raptis, Catherine E.||Boucher, Justin M.||Pfister, Stephan",,,,"2017-07-27T10:49:32Z","2017-06-12T18:09:41Z||2017-07-27T10:49:32Z","2017-02-15","2016-12-23",,,,,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2016.12.056","http://hdl.handle.net/20.500.11850/125558","en","Elsevier",,,"Electricity generation||Heat emissions||Thermal pollution||Impact assessment||LCA||Characterization factors","Assessing the environmental impacts of freshwater thermal pollution from global power generation in LCA","Journal Article","Metadata only",,,"2017-06-12T18:10:03Z",,,,"pub:188172",,"yes",,,,,,,,,,"imp59365512360f487020","000054939","85009436203",,"000395353600100","Sci. Total Environ.",,"Science of The Total Environment","580","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1026","1014","Amsterdam","published",,,,,,"2017-07-27T10:49:39Z","2022-03-28T17:18:12Z","true",,"ECIT",,
"213641","20.500.11850/3","Bonetti, S.||Manoli, Gabriele||Manes, C.||Porporato, A.||Katul, G.G.",,,,"2018-01-23T09:31:51Z","2017-06-12T19:34:35Z||2017-12-13T13:32:54Z||2018-01-23T09:31:51Z","2017-02-10","2017-01-12",,,,,"0022-1120||1469-7645","http://hdl.handle.net/20.500.11850/220623||http://hdl.handle.net/20.500.11850/128137","10.1017/jfm.2016.863","http://hdl.handle.net/20.500.11850/233706","en","Cambridge University Press",,,"Channel flow||Hydraulics||Turbulence theory","Manning’s formula and Strickler’s scaling explained by a co-spectral budget model","Journal Article","Metadata only",,,"2017-06-12T19:34:51Z",,,,"pub:191042",,"yes",,,,,,,,,,"imp5936553b323cd26543","000049338","85009366150",,"000392712400050","J. Fluid Mech.",,"Journal of Fluid Mechanics","812","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 12 January 2017.","1212","1189","Cambridge","published",,,,,,"2018-01-24T13:22:39Z","2022-03-28T18:59:16Z","true",,"ECIT||FORM",,
"197618","20.500.11850/3","Boltz, Joshua P.||Smets, Barth F.||Rittmann, Bruce E.||van Loosdrecht, Mark C. M.||Morgenroth, Eberhard||Daigger, Glen T.",,,,"2017-11-23T17:48:15Z","2017-10-06T03:33:58Z||2017-11-23T17:48:15Z","2017-02","2017-04",,,,,"0273-1223||1996-9732",,"10.2166/wst.2017.061","http://hdl.handle.net/20.500.11850/191701","en","IWA Publishing",,,"aerobic granular sludge||integrated fixed-film activated sludge||biofilm||ecology||membrane-supported biofilm reactors||moving bed biofilm reactor","From biofilm ecology to reactors: a focused review","Journal Article","Metadata only",,,"2017-10-06T03:34:17Z",,,,,,"yes",,,,,,,,,,,,"85024504308",,"000400374700001","Water sci. technol.","8","Water Science & Technology","75","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"1760","1753","London","published",,,,,,"2017-11-23T17:48:18Z","2022-03-28T18:21:20Z","true",,"WOS",,
"128758","20.500.11850/3","Durdina, Lukas||Brem, Benjamin T.||Setyan, Ari||Siegerist, Frithjof||Rindlisbacher, Theo||Wang, Jing",,,,"2017-06-12T19:58:53Z","2017-06-12T19:58:53Z","2017-02",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b05801","http://hdl.handle.net/20.500.11850/128791","en","American Chemical Society",,,,"Assessment of particle pollution from jetliners: from smoke visibility to nanoparticle counting","Journal Article","Metadata only",,,"2017-06-12T19:59:40Z",,,,"pub:191718",,"yes",,,,,,,,,,"imp593655485b93a84947","010840431","85018471217",,"000397477900047","Environ. Sci. Technol.","6","Environmental Science & Technology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887","Published online 23 February 2017.","3541","3534","Washington, DC","published",,,,,,"2017-07-13T17:04:11Z","2023-02-06T13:42:06Z","true",,"ECIT",,
"125272","20.500.11850/3","Huang, Cheng-Wei||Domec, Jean-Christophe||Ward, Eric J.||Duman, Tomer||Manoli, Gabriele||Parolari, Anthony J.||Katul, Gabriel G.",,,,"2017-06-12T18:03:33Z","2017-06-12T18:03:33Z","2017-02",,,,,,"0028-646X||1469-8137",,"10.1111/nph.14273","http://hdl.handle.net/20.500.11850/125305","en","Wiley-Blackwell",,,"Drought resilience||Hydraulic redistribution||Leaf-level gas exchange||Nocturnal transpiration||Plant water storage||Root water uptake","The effect of plant water storage on water fluxes within the coupled soil plant system","Journal Article","Metadata only",,,"2017-06-12T18:04:26Z",,,,"pub:187895",,"yes",,,,,,,,,,"imp5936550d9bcc655377",,,,,"New Phytol.","3","New Phytologist","213","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 21 November 2016.","1106","1093","Oxford","published",,,,,"true","2017-07-12T18:12:28Z","2022-03-28T15:24:49Z","true",,"ECIT",,
"213477","20.500.11850/3","Paschalis, Athanasios||Katul, Gabriel G.||Fatichi, Simone||Palmroth, Sari||Way, Danielle",,,,"2018-01-22T12:54:54Z","2017-06-12T12:53:37Z||2017-12-13T13:49:14Z||2018-01-22T12:54:54Z","2017-01-15","2016-09-17",,,,,"0168-1923||1873-2240","http://hdl.handle.net/20.500.11850/220638||http://hdl.handle.net/20.500.11850/120749","10.1016/j.agrformet.2016.09.003","http://hdl.handle.net/20.500.11850/233524","en","Elsevier",,,"Ecohydrological modeling||Elevated CO 2||FACE||Stomatal conductance model||Spatio-temporal variability","On the variability of the ecosystem response to elevated atmospheric CO2 across spatial and temporal scales at the Duke Forest FACE experiment","Journal Article","Metadata only",,,"2017-06-12T12:55:11Z",,,,"pub:182826",,"yes",,,,,,,,,,"imp593654b9ad8ad63631","000024639","84988014658",,"000389089800030","Agric. for. meteorol.",,"Agricultural and Forest Meteorology","232","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"383","367","Amsterdam","published",,,,,,"2018-01-24T10:24:57Z","2020-02-15T10:55:21Z","true",,"ECIT||FORM",,
"322199","20.500.11850/3","Tobias, Robert||O'Keefe, Mark||Künzle, Rahel||Gebauer, Heiko||Gründl, Harald||Morgenroth, Eberhard||Pronk, Wouter||Larsen, Tove A.",,,,"2019-12-02T16:06:12Z","2017-06-12T15:17:48Z||2019-12-02T16:06:12Z","2017-01-15","2016-10-24","The toilets used most in informal urban settlements have detrimental consequences for the environment and human health due to the lack of proper collection and treatment of toilet waste. Concepts for safe, sustainable and affordable sanitation systems exist, but their feasibility and acceptance have to be investigated at an early stage of development, which is difficult due to the high costs of building working models. In this paper, we present an approach to estimate acceptance in a valid and representative form with only one working model, and apply it to test an innovative zero-emission toilet with recycling of wash water. Four basic principles were specified for investigation and nine hypotheses formulated to test the feasibility and acceptance of these principles: source separation of urine and feces with subsequent collection for resource recovery; provision of wash water in a separate cycle with on-site recovery through a membrane bioreactor; a convenient and attractive overall design; and a financially sustainable business plan. In Kampala (Uganda), in 2013, data was collected from 22 regular users, 308 one-time users and a representative sample of 1538 participants. Qualitative data was collected from the users, who evaluated their likes, perceived benefits, social norms and expected ease of use based on verbal and visual information. Most of the hypotheses were confirmed, indicating the feasibility and acceptance of the basic principles. Source separation and on-site water recovery were found to be feasible and accepted, provided users can be convinced that the emptying service and water recovery process work reliably. In the survey, the toilet was evaluated favorably and 51% of the participants agreed to be placed on a bogus waiting list. However, some design challenges were revealed, such as the size of the toilet, hiding feces from view and improving the separation of urine and water.","application/pdf","10.3929/ethz-b-000122214",,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2016.10.057","http://hdl.handle.net/20.500.11850/122214","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Urine diversion||Gravity-driven membrane bioreactor||Innovation||Usability||Acceptance||Low-income countries","Early testing of new sanitation technology for urban slums: The case of the Blue Diversion Toilet","Journal Article","Open access",,,"2017-06-12T15:20:40Z",,,,"pub:184499",,"yes",,,,,,,,,,"imp593654d67df6a42899","000054939","84992481923",,"000390964700024","Sci. Total Environ.",,"Science of The Total Environment","576","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"272","264","Amsterdam","published",,,,,,"2017-08-02T12:27:43Z","2022-03-29T00:24:16Z","true",,"ECIT",,"publishedVersion"
"197819","20.500.11850/16","Yüzügüllü, Onur",,,"Hajnsek, Irena||Erten, Esra","2017-11-24T13:38:48Z","2017-06-12T20:50:04Z||2017-11-24T13:38:48Z","2017","2017",,"application/pdf","10.3929/ethz-a-010881952",,,,,"http://hdl.handle.net/20.500.11850/130424","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","MAPPING OF VEGETATION (GEOBOTANY)||VEGETATIONSKARTIERUNG (GEOBOTANIK)||RICE (CROP PRODUCTION)||LAND USE CLASSIFICATION + LAND EVALUATION (PEDOLOGY)||SYNTHETISCHE APERTUR RADAR, SAR + HOCHAUFLÖSENDE RADAR (RADARTECHNIK)||STANDORT-BEZOGENE LANDWIRTSCHAFT + PRECISION FARMING (AGRARSYSTEME)||SITE-SPECIFIC AGRICULTURE + PRECISION FARMING (AGRICULTURAL PRODUCTION SYSTEMS)||REIS (PFLANZENBAU)||KULTURPFLANZENWACHSTUM||LANDNUTZUNGS-KLASSIFIKATION + BODENBEWERTUNG (BODENKUNDE)||REMOTE SENSING + FERNMESSUNG + FERNERKUNDUNG (GEODÄSIE)||REMOTE SENSING (GEODESY)||SYNTHETIC APERTURE RADAR, SAR + HIGH RESOLUTION RADAR (RADAR ENGINEERING)||CROP GROWTH","Monitoring Rice Fields Using Synthetic Aperture Radar","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-12T20:50:08Z",,,,"pub:193430","eth:50798","yes",,,,,,,,,"24118","imp593655682b52f86810||imp59366bb03b97181837","010881952",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","02115||03849","03849",,,,"Zürich","published",,,,,,"2017-07-15T20:06:57Z","2021-02-14T20:46:41Z","true","104 p.","ECOL||ECIT",,
"302650","20.500.11850/8","Harmanci, Yunus E.||Gülan, Utku||Zimmermann, Manuel||Holzner, Markus||Chatzi, Eleni",,,,"2019-07-25T12:45:51Z","2017-06-12T20:49:11Z||2018-09-11T07:29:34Z||2018-09-11T07:31:39Z||2019-07-25T12:45:51Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/130359","en","SMAR",,,,"High spatial density vibrational measurements via 3D-particle tracking velocimetry","Conference Paper","Metadata only","Proceedings of SMAR 2017 Fourth Conference on Smart Monitoring, Assessment and Rehabilitation of Civil Structures",,"2017-06-12T20:50:08Z",,,,"pub:193365",,"yes","4th Conference on Smart Monitoring, Assessment and Rehabilitation of Civil Structures (SMAR 2017)","September 13-15, 2017","Zurich, Switzerland",,,,,,,"imp59365566ec73d34885",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02605 - Institut für Baustatik u. Konstruktion / Institute of Structural Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02610 - Inst. f. Verkehrspl. u. Transportsyst. / Inst. Transport Planning and Systems::03674 - Weidmann, Ulrich / Weidmann, Ulrich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH::02226 - NSL - Netzwerk Stadt und Landschaft / NSL - Network City and Landscape||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09454 - Holzner, Markus (SNF-Prof.) (ehemalig) / Holzner, Markus (SNF-Prof.) (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02605 - Institut für Baustatik u. Konstruktion / Institute of Structural Engineering::03890 - Chatzi, Eleni / Chatzi, Eleni||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02610 - Inst. f. Verkehrspl. u. Transportsyst. / Inst. Transport Planning and Systems::03674 - Weidmann, Ulrich / Weidmann, Ulrich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09454 - Holzner, Markus (SNF-Prof.) (ehemalig) / Holzner, Markus (SNF-Prof.) (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02605 - Institut für Baustatik u. Konstruktion / Institute of Structural Engineering::03890 - Chatzi, Eleni / Chatzi, Eleni","02605||02608||03674||02226||09454||03890||02655","03674||09454||03890",,,"117","Zurich","published",,,,,,"2018-09-11T07:29:37Z","2019-07-25T12:45:57Z","true","8 p.","ECIT",,
"230231","20.500.11850/8","Brancato, Virginia||Hajnsek, Irena",,,,"2018-04-12T06:32:13Z","2018-01-11T09:42:09Z||2018-01-30T10:26:49Z||2018-04-12T06:32:13Z","2017","2017-12-04",,,,"978-1-5090-4951-6||978-1-5090-4950-9||978-1-5090-4952-3",,,"10.1109/igarss.2017.8127969","http://hdl.handle.net/20.500.11850/227494","en","IEEE",,,"DInSAR||Biomass||deformation||polarimetry","Agricultural biomass maps based on polarimetric differential SAR interferometry","Conference Paper","Metadata only","2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)",,"2018-01-11T09:42:10Z",,,,,,"yes","37th Annual IEEE International Geoscience and Remote Sensing Symposium (IGARSS 2017)","July 23-28, 2017","Fort Worth, TX, USA",,,,,,,,,,,"000426954604106",,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"4373","4370","Piscataway, NJ","published",,,,,,"2018-01-30T10:26:52Z","2021-02-14T23:14:33Z","true",,"FORM",,
